skill_code,skill_title,bank,question_id,question,options,correct_answer,explanation,teacher_script_icon_note
AC9M1N06,Equal Sharing and Grouping,test,T04,"There are 16 socks. Each person needs 2 socks. How many people can get socks?","A. 8 | B. 6 | C. 4",A,"16 grouped in 2s makes 8 people.","Make pairs, then count the pairs. / sock pairs icon"
AC9M1N06,Equal Sharing and Grouping,test,T05,"Four baskets share 20 apples equally. How many apples go in each basket?","A. 4 | B. 5 | C. 6",B,"20 shared into 4 equal groups is 5 each.","Share apples into four baskets. / basket icon"
AC9M1N06,Equal Sharing and Grouping,test,T06,"There are 18 books. Each shelf holds 6 books. How many shelves are needed?","A. 6 | B. 4 | C. 3",C,"18 grouped in 6s makes 3 shelves.","Count groups of 6 books. / bookshelf icon"
AC9M1N06,Equal Sharing and Grouping,test,T07,"Sienna has 9 beads. She shares them equally between 3 bracelets. How many beads are on each bracelet?","A. 3 | B. 6 | C. 2",A,"9 shared into 3 equal groups is 3 each.","Place beads evenly on three bracelets. / bracelet icon"
AC9M1N06,Equal Sharing and Grouping,test,T08,"There are 24 counters. Each row has 4 counters. How many rows are there?","A. 4 | B. 6 | C. 8",B,"24 grouped in 4s makes 6 rows.","Build rows of four. / counter rows icon"
AC9M1N06,Equal Sharing and Grouping,test,T09,"Six friends share 12 balloons equally. How many balloons does each friend get?","A. 6 | B. 1 | C. 2",C,"12 shared into 6 equal groups is 2 each.","Give one balloon to each friend, then repeat. / balloons icon"
AC9M1N06,Equal Sharing and Grouping,test,T10,"There are 14 toy wheels. Each bike needs 2 wheels. How many bikes can be made?","A. 7 | B. 6 | C. 8",A,"14 grouped in 2s makes 7 bikes.","Pair the wheels for bikes. / bike icon"
AC9M1N06,Equal Sharing and Grouping,test,T11,"Harper has 25 counters. She puts 5 counters in each cup. How many cups does she fill?","A. 4 | B. 5 | C. 6",B,"25 grouped in 5s makes 5 cups.","Count by fives: 5, 10, 15, 20, 25. / cups icon"
AC9M1N06,Equal Sharing and Grouping,test,T12,"There are 30 blocks. Each tower has 10 blocks. How many towers are there?","A. 10 | B. 2 | C. 3",C,"30 grouped in 10s makes 3 towers.","Make groups of 10 blocks. / block towers icon"
AC9M1N06,Equal Sharing and Grouping,test,T13,"Max shares 18 grapes equally between 3 plates. How many grapes are on each plate?","A. 6 | B. 3 | C. 9",A,"18 shared into 3 equal groups is 6 each.","Share grapes onto three plates. / plates icon"
AC9M1N06,Equal Sharing and Grouping,test,T14,"There are 21 pencils. Each cup holds 7 pencils. How many cups are used?","A. 7 | B. 3 | C. 4",B,"21 grouped in 7s makes 3 cups.","Make groups of seven pencils. / pencil cups icon"
AC9M1N06,Equal Sharing and Grouping,test,T15,"Five bags share 20 marbles equally. How many marbles go in each bag?","A. 5 | B. 2 | C. 4",C,"20 shared into 5 equal groups is 4 each.","Share marbles evenly into five bags. / marble bags icon"
AC9M1N06,Equal Sharing and Grouping,test,T16,"There are 12 cupcakes. Each box holds 4 cupcakes. How many boxes are filled?","A. 4 | B. 3 | C. 6",B,"12 grouped in 4s makes 3 boxes.","Put cupcakes into groups of four. / cupcake boxes icon"
