"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation","visual_description","visual_asset","visual_svg","response_type","acceptance_note"
"AC9M2ST01","Collecting and recording categorical data","practice","AC9M2ST01-P-016","A red counter was accidentally recorded as blue. How do you repair the table?","A. Add 1 to red only | B. Subtract 1 from blue and add 1 to red | C. Subtract 1 from every colour","Subtract 1 from blue and add 1 to red","Move the single incorrect record to its true category without changing the total. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","practice","AC9M2ST01-P-017","You count birds landing on a feeder for 10 minutes. Which rule makes the records clear?","A. Record each landing during those 10 minutes | B. Record birds you remember from yesterday too | C. Stop recording when your favourite bird arrives","Record each landing during those 10 minutes","A stated observation period defines which events belong in the data. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","practice","AC9M2ST01-P-018","Which question lets children choose their favourite drink without suggesting an answer?","A. You like water best, don’t you? | B. Everyone should choose milk, shouldn’t they? | C. Which drink do you like best?","Which drink do you like best?","A neutral question does not tell the child what to choose. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","practice","AC9M2ST01-P-019","A spinner lands on red, green, red, red, green. Which table records the results?","A. Red 3; green 2 | B. Red 2; green 3 | C. Red 5; green 5","Red 3; green 2","Count each landing once in its colour category. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","practice","AC9M2ST01-P-020","For one favourite story, the choices are “animal stories” and “funny stories”. A story is both. What problem might occur?","A. The count is automatically zero | B. The categories overlap | C. The story cannot be counted anywhere","The categories overlap","One answer can fit both groups, so the recording rule needs clarification. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","practice","AC9M2ST01-P-021","A digital table says 7 responses, but your seven paper slips produce counts of 3, 2 and 1. What should you do?","A. Invent one extra response | B. Delete a slip | C. Check every slip against the category entries","Check every slip against the category entries","The category total is 6; compare source records to find the omission. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","practice","AC9M2ST01-P-022","Ask four people which of two games they would choose: hide-and-seek or catch. Record one choice per person, then make a labelled count table.","","A list of four actual responses and a table with the two game categories, with counts totalling 4.","A list of four actual responses and a table with the two game categories, with counts totalling 4. Hint: Accept any observed distribution, including zero. Check the table against the list; do not require a particular winning game.","","","","adult-review","Accept any observed distribution, including zero. Check the table against the list; do not require a particular winning game."
"AC9M2ST01","Collecting and recording categorical data","practice","AC9M2ST01-P-023","Observe six safe objects nearby. Sort them by whether their outline has a curved part or only straight parts. Make a labelled list or table.","","Six observations assigned using the stated outline rule, with a readable list or counts totalling 6.","Six observations assigned using the stated outline rule, with a readable list or counts totalling 6. Hint: Accept actual objects and reasonable outline interpretations explained by the learner. Check each object is recorded once.","","","","adult-review","Accept actual objects and reasonable outline interpretations explained by the learner. Check each object is recorded once."
"AC9M2ST01","Collecting and recording categorical data","practice","AC9M2ST01-P-024","Toss a coin six times, or use a two-sided paper counter. Record each result. With an adult, enter category totals in a digital table if available; otherwise draw the table.","","Six results recorded in order, then two labelled totals adding to 6.","Six results recorded in order, then two labelled totals adding to 6. Hint: Accept any actual results; verify counts from the log. An adult may operate the device while the child chooses labels and entries.","","","","adult-review","Accept any actual results; verify counts from the log. An adult may operate the device while the child chooses labels and entries."
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-001","Which question would help choose a class fruit snack?","A. What is your shoe size? | B. How many pencils are in your bag? | C. Which fruit would you choose for our snack?","Which fruit would you choose for our snack?","The responses should name preferred fruits. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-002","You want to know the kinds of leaves in a tray. How should you collect the data?","A. Look at each leaf and record its kind | B. Ask which leaf is prettiest | C. Count children in the room","Look at each leaf and record its kind","The data concern the actual leaves, so observe them. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-003","A colour log reads: yellow, purple, yellow, yellow, purple, purple, yellow. Which count table fits?","A. Yellow 3; purple 4 | B. Yellow 4; purple 3 | C. Yellow 7; purple 0","Yellow 4; purple 3","The seven entries contain four yellow and three purple results. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-004","A toy survey is grouped as vehicle, animal or building toy. A toy bus belongs in which group?","A. Animal | B. Vehicle | C. Building toy","Vehicle","A bus is a vehicle, so it belongs in that category. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-005","A tally sheet has no marks in the orange row. What count should be entered?","A. 5 | B. 1 | C. 0","0","No recorded observations means a count of zero. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-006","One survey slip was entered twice. What should happen to the count for that answer?","A. Reduce it by 1 | B. Increase it by 1 | C. Reduce every category by 1","Reduce it by 1","Remove only the duplicate entry. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-007","Eight people answer once each. A table contains counts 4, 3 and 2. What does the total show?","A. There is at least one recording error | B. The table must be correct | C. One person did not answer","There is at least one recording error","The table totals 9, but only eight responses should have been recorded. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-008","You are making a digital table about lunch containers. Which column labels are useful?","A. Favourite colour; Age | B. Name; Height | C. Container type; Number","Container type; Number","The labels identify the categories and their counts. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-009","You spin a colour spinner repeatedly. Which list records the results you are investigating?","A. Fast, slow, fast, slow | B. Blue, red, blue, yellow | C. Monday, Tuesday, Wednesday","Blue, red, blue, yellow","Colour outcomes are the categories of interest. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-010","Each child chooses one main way to school. Which rule avoids counting a child in several travel categories?","A. Record the way used for the longest part of the trip | B. Count every way used as a separate child | C. Choose the category with the smallest total","Record the way used for the longest part of the trip","A clear rule gives each child one main category. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-011","A table says triangles 5 and circles 2. One circle was placed in the triangle group. What are the corrected counts?","A. Triangles 6; circles 1 | B. Triangles 4; circles 3 | C. Triangles 5; circles 3","Triangles 4; circles 3","Transfer one record from triangles to circles; the total remains 7. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-012","A survey asks for a favourite season. Which answer needs clarification before recording?","A. “Winter” | B. “Spring” | C. “I like swimming”","“I like swimming”","Swimming names an activity, not a season; ask which season the person means. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-013","A friend disagrees with your table count. What is the best evidence to check?","A. Which category you prefer | B. The colour of the table heading | C. The original recorded answers","The original recorded answers","The source records determine the counts. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-014","Sort these responses into a labelled table: train, bus, train, walk, bus, train, walk, walk.","","Train 3; bus 2; walk 3.","Train 3; bus 2; walk 3. Hint: Require the three category labels and correct counts; total 8.","","","","adult-review","Require the three category labels and correct counts; total 8."
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-015","Choose two types of safe classroom objects to count. Observe them, record a list or tally and make a count table.","","A stated pair of categories, actual observations and matching labelled totals.","A stated pair of categories, actual observations and matching labelled totals. Hint: Accept any actual counts. Verify the table against the observations; adult may help identify a safe collection.","","","","adult-review","Accept any actual counts. Verify the table against the observations; adult may help identify a safe collection."
"AC9M2ST01","Collecting and recording categorical data","test","AC9M2ST01-T-016","Record four coin or paper-counter tosses. Show how you would enter the two category totals into a digital table, using a device or a labelled drawing.","","Four actual results; two named categories with totals that add to 4, placed under category/count headings.","Four actual results; two named categories with totals that add to 4, placed under category/count headings. Hint: Check the sequence against totals. A labelled drawing is acceptable if no device is available.","","","","adult-review","Check the sequence against totals. A labelled drawing is acceptable if no device is available."
