"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation","visual_description","visual_asset","visual_svg","response_type","acceptance_note"
"AC9M2M02","Halves, quarters and eighths in everyday contexts","practice","AC9M2M02-P-015","Each card has one coloured part. Which cards show one half coloured?","A. Only A | B. Both A and B | C. Only B","Both A and B","A is divided vertically and B diagonally. Each division makes 2 equal-area parts, with one coloured. Hint: Halves can have different shapes.","Card A is split vertically into two equal rectangles, one coloured. Card B is split diagonally into two equal triangles, one coloured.","/assets/assessment-visuals/year2/math/ac9m2m02.svg?v=20260906-year2-pending-release#ac9m2m02-p-015","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><rect x=""75.0"" y=""55.0"" width=""100.0"" height=""200.0"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""3""/><rect x=""175.0"" y=""55.0"" width=""100.0"" height=""200.0"" fill=""#fff"" stroke=""#17324d"" stroke-width=""3""/><text x=""165"" y=""285"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"">A</text><rect x=""365"" y=""55"" width=""200"" height=""200"" fill=""white"" stroke=""#17324d"" stroke-width=""3""/><path d=""M365 55H565L365 255Z"" fill=""#83c6ee""/><rect x=""365"" y=""55"" width=""200"" height=""200"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/><path d=""M365 255L565 55"" stroke=""#17324d"" stroke-width=""3""/><text x=""455"" y=""285"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"">B</text></svg>","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","practice","AC9M2M02-P-016","Two identical mats are divided differently. A has 4 equal strips; B has 4 equal rectangles in two rows. Is one part of either mat a quarter?","A. Only A, because quarters must be strips | B. Yes; both mats have 4 equal-sized parts | C. Only B, because quarters must be in two rows","Yes; both mats have 4 equal-sized parts","Quarters describe 4 equal parts of a whole, not one particular shape of part. Hint: Check equal size and the number of parts.","Identical rectangular mats: A has four equal vertical strips, B a two-by-two grid of equal rectangles. One part is coloured in each.","/assets/assessment-visuals/year2/math/ac9m2m02.svg?v=20260906-year2-pending-release#ac9m2m02-p-016","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><rect x=""60.0"" y=""75.0"" width=""60.0"" height=""150.0"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""3""/><rect x=""120.0"" y=""75.0"" width=""60.0"" height=""150.0"" fill=""#fff"" stroke=""#17324d"" stroke-width=""3""/><rect x=""180.0"" y=""75.0"" width=""60.0"" height=""150.0"" fill=""#fff"" stroke=""#17324d"" stroke-width=""3""/><rect x=""240.0"" y=""75.0"" width=""60.0"" height=""150.0"" fill=""#fff"" stroke=""#17324d"" stroke-width=""3""/><text x=""170"" y=""270"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"">A</text><rect x=""350.0"" y=""75.0"" width=""120.0"" height=""75.0"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""3""/><rect x=""470.0"" y=""75.0"" width=""120.0"" height=""75.0"" fill=""#fff"" stroke=""#17324d"" stroke-width=""3""/><rect x=""350.0"" y=""150.0"" width=""120.0"" height=""75.0"" fill=""#fff"" stroke=""#17324d"" stroke-width=""3""/><rect x=""470.0"" y=""150.0"" width=""120.0"" height=""75.0"" fill=""#fff"" stroke=""#17324d"" stroke-width=""3""/><text x=""460"" y=""270"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"">B</text></svg>","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","practice","AC9M2M02-P-017","A show has 4 acts, but one act lasts much longer than the others. Is every act one quarter of the show’s time?","A. No; the acts do not take equal time | B. Yes; there are 4 acts | C. Yes; every act has a name","No; the acts do not take equal time","Four named stages are not quarters of the time unless their durations are equal. Hint: Equal fractions of time need equal durations.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","practice","AC9M2M02-P-018","A straight-sided container has the same width and depth from bottom to top. It is filled to the middle line. What fraction of its capacity is filled?","A. One quarter | B. One eighth | C. One half","One half","Because the width and depth stay the same, the middle line splits the capacity into 2 equal amounts. Hint: The container has the same shape all the way up.","A uniform straight-sided container is filled to the middle of its height.","/assets/assessment-visuals/year2/math/ac9m2m02.svg?v=20260906-year2-pending-release#ac9m2m02-p-018","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><rect x=""220"" y=""50"" width=""200"" height=""200"" fill=""white"" stroke=""#17324d"" stroke-width=""3""/><rect x=""220"" y=""150.0"" width=""200"" height=""100.0"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""3""/><path d=""M220 150.0L420 150.0"" stroke=""#17324d"" stroke-width=""3""/><text x=""445"" y=""60"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"">Full</text><text x=""445"" y=""250"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"">Empty</text></svg>","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","practice","AC9M2M02-P-019","Which is the smaller portion of the same loaf: one quarter or one eighth?","A. One eighth | B. One quarter | C. They are equal","One eighth","Sharing the same loaf into 8 equal portions makes smaller portions than sharing it into 4. Hint: Keep the whole loaf the same.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","practice","AC9M2M02-P-020","A half of a small cake and a half of a much larger cake are served. Must the pieces be the same size?","A. Yes; all halves are the same size | B. No; the whole cakes are different sizes | C. Yes; cutting always makes equal pieces across different cakes","No; the whole cakes are different sizes","A half depends on the size of its whole. Half of the larger cake can be larger. Hint: Ask which whole each half belongs to.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","practice","AC9M2M02-P-021","The strip represents a game divided into 4 equal playing periods. The coloured periods are finished. What fraction of playing time is finished?","A. One quarter | B. One eighth | C. One half","One half","Two of 4 equal periods are finished. Two quarters make one half. Hint: Compare the finished time with the time still to play.","One game is represented by four equal sections; the first two are coloured.","/assets/assessment-visuals/year2/math/ac9m2m02.svg?v=20260906-year2-pending-release#ac9m2m02-p-021","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><text x=""140"" y=""50"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"">One whole game</text><rect x=""120.0"" y=""75.0"" width=""100.0"" height=""150.0"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""3""/><rect x=""220.0"" y=""75.0"" width=""100.0"" height=""150.0"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""3""/><rect x=""320.0"" y=""75.0"" width=""100.0"" height=""150.0"" fill=""#fff"" stroke=""#17324d"" stroke-width=""3""/><rect x=""420.0"" y=""75.0"" width=""100.0"" height=""150.0"" fill=""#fff"" stroke=""#17324d"" stroke-width=""3""/><text x=""140"" y=""275"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"">Each section takes equal time</text></svg>","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","practice","AC9M2M02-P-022","A pizza has 8 slices, but one slice is much bigger than the others. Why can’t every slice be called one eighth?","A. A pizza cannot have eighths | B. Eighths must be square | C. Eighths must be equal portions of the whole pizza","Eighths must be equal portions of the whole pizza","Counting 8 slices is not enough: all 8 must be equal portions for each to be one eighth. Hint: Check the sizes as well as the count.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","practice","AC9M2M02-P-023","Draw two identical rectangular flags. Divide one into halves and colour one half. Divide the other into quarters and colour one quarter.","","Each flag represents one whole. The first has 2 equal parts with 1 coloured; the second has 4 equal parts with 1 coloured.","Each flag represents one whole. The first has 2 equal parts with 1 coloured; the second has 4 equal parts with 1 coloured. Hint: Accept different valid partitions. Require equal-area parts, exactly one part coloured in each flag and labels “half” and “quarter”.","","","","adult-review","Accept different valid partitions. Require equal-area parts, exactly one part coloured in each flag and labels “half” and “quarter”."
"AC9M2M02","Halves, quarters and eighths in everyday contexts","practice","AC9M2M02-P-024","Draw a strip to represent a performance with 8 stages that take equal time. Mark the end of the first stage and label the time used.","","A whole strip divided into 8 equal sections, with the first section identified as one eighth of the performance’s time.","A whole strip divided into 8 equal sections, with the first section identified as one eighth of the performance’s time. Hint: Require eight equal sections and one eighth correctly marked. Do not require minutes or fraction symbols.","","","","adult-review","Require eight equal sections and one eighth correctly marked. Do not require minutes or fraction symbols."
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-001","A square napkin is divided into two equal rectangles. One rectangle is coloured. What fraction is coloured?","A. One quarter | B. One eighth | C. One half","One half","One of 2 equal parts is one half of the whole napkin. Hint: Include the uncoloured part when counting the whole.","A square napkin has two equal horizontal sections, one coloured.","/assets/assessment-visuals/year2/math/ac9m2m02.svg?v=20260906-year2-pending-release#ac9m2m02-t-001","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><rect x=""220.0"" y=""50.0"" width=""200.0"" height=""100.0"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""3""/><rect x=""220.0"" y=""150.0"" width=""200.0"" height=""100.0"" fill=""#fff"" stroke=""#17324d"" stroke-width=""3""/></svg>","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-002","The garden plan is split into the equal sections shown. What fraction is the coloured flower bed?","A. One quarter | B. One eighth | C. One half","One quarter","The coloured bed is one of 4 equal parts of the whole garden plan. Hint: Count all the equal sections.","A rectangular garden plan has four equal strips, one coloured.","/assets/assessment-visuals/year2/math/ac9m2m02.svg?v=20260906-year2-pending-release#ac9m2m02-t-002","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><rect x=""120.0"" y=""75.0"" width=""100.0"" height=""150.0"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""3""/><rect x=""220.0"" y=""75.0"" width=""100.0"" height=""150.0"" fill=""#fff"" stroke=""#17324d"" stroke-width=""3""/><rect x=""320.0"" y=""75.0"" width=""100.0"" height=""150.0"" fill=""#fff"" stroke=""#17324d"" stroke-width=""3""/><rect x=""420.0"" y=""75.0"" width=""100.0"" height=""150.0"" fill=""#fff"" stroke=""#17324d"" stroke-width=""3""/></svg>","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-003","A rectangular snack is cut into 8 equal pieces. One piece is packed for lunch. What fraction of the whole snack is packed?","A. One quarter | B. One eighth | C. One half","One eighth","One of 8 equal pieces is one eighth of the snack. Hint: Name one equal part of a whole divided into eight.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-004","Which cut gives two people half of one sandwich each?","A. A cut making 1 large and 1 small piece | B. A cut making 2 equal-sized pieces | C. A cut taking off one small corner","A cut making 2 equal-sized pieces","Each half must be the same-sized part of the whole sandwich. Hint: Two pieces alone do not guarantee halves.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-005","A practice session has 4 activities that last equally long. What fraction of the total activity time is the first activity?","A. One half | B. One eighth | C. One quarter","One quarter","The activity uses one of 4 equal durations. Hint: Use the equal time, not the activity’s name.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-006","Eight equally long songs make up a concert. After one song, what fraction of the singing time has passed?","A. One eighth | B. One quarter | C. One half","One eighth","One of 8 equal song durations is one eighth of the singing time. Hint: Count equal-duration parts of the concert.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-007","A timer divides one hour into 4 equal stretches. What is one stretch called?","A. A quarter of an hour | B. Half an hour | C. An eighth of an hour","A quarter of an hour","A quarter of an hour is one of 4 equal durations making up the hour. Hint: The whole time is one hour.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-008","A border has 8 equal panels. How many panels should be painted to show one quarter of the border?","A. 1 panel | B. 4 panels | C. 2 panels","2 panels","Four equal groups of 2 panels make all 8 panels, so one group is one quarter. Hint: Share the panels into four equal groups.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-009","A swimming practice has 8 equal lengths. After how many lengths is half the distance finished?","A. 2 lengths | B. 4 lengths | C. 6 lengths","4 lengths","Four equal lengths are half of eight; four lengths remain. Hint: Half the distance is equal to the distance left.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-010","A square is cut diagonally into 2 matching triangles. Can one triangle represent half a square?","A. Yes; the triangles cover equal areas | B. No; halves must be rectangles | C. No; triangles only show quarters","Yes; the triangles cover equal areas","The two matching triangles together make the square, so each is one half. Hint: The shape of a part does not decide its fraction.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-011","A trip has 8 stages with very different journey times. Is the first stage necessarily one eighth of the trip’s time?","A. Yes; it is one of 8 stages | B. No; the times are not equal | C. Yes; it happens first","No; the times are not equal","With unequal stage times, counting one stage out of eight does not tell us what fraction of the total time it takes. Hint: Check whether the measured parts are equal.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-012","The same sheet can be cut into equal halves or equal quarters. Which cut makes smaller pieces?","A. Halves | B. Both make pieces of the same size | C. Quarters","Quarters","Four equal parts of the same sheet are smaller than two equal parts. Hint: The whole sheet stays the same size.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-013","A straight-sided tank has a uniform width and depth. Its height is marked into 4 equal sections. The lowest section is full of water. What fraction of the tank’s capacity is filled?","A. One half | B. One eighth | C. One quarter","One quarter","The 4 equal-height sections have equal capacities because the tank’s width and depth stay the same. One is filled. Hint: One of four equal amounts is filled.","A uniform tank is marked into four equal-height sections; water fills the lowest section.","/assets/assessment-visuals/year2/math/ac9m2m02.svg?v=20260906-year2-pending-release#ac9m2m02-t-013","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><rect x=""220"" y=""50"" width=""200"" height=""200"" fill=""white"" stroke=""#17324d"" stroke-width=""3""/><rect x=""220"" y=""200.0"" width=""200"" height=""50.0"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""3""/><path d=""M220 100.0L420 100.0"" stroke=""#17324d"" stroke-width=""3""/><path d=""M220 150.0L420 150.0"" stroke=""#17324d"" stroke-width=""3""/><path d=""M220 200.0L420 200.0"" stroke=""#17324d"" stroke-width=""3""/><text x=""445"" y=""60"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"">Full</text><text x=""445"" y=""250"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"">Empty</text></svg>","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-014","A whole bread roll is cut into 8 equal pieces. Seven pieces are on a plate. How many more eighths are needed to complete the roll?","A. 1 eighth | B. 2 eighths | C. 4 eighths","1 eighth","Eight eighths make the roll. Seven are present, so one more is needed. Hint: Count the missing equal part.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-015","A paper model has 4 parts. What must you check before labelling each part a quarter?","A. All 4 parts have different colours | B. All 4 parts cover equal amounts of the paper | C. All 4 parts have names","All 4 parts cover equal amounts of the paper","Each quarter must be one of 4 equal-area parts of the original paper. Hint: The number of parts is only part of the check.","","","","multiple-choice",""
"AC9M2M02","Halves, quarters and eighths in everyday contexts","test","AC9M2M02-T-016","Draw one rectangular fruit bar. Divide the whole bar into eighths and colour one portion. Label that portion.","","One whole rectangle split into 8 equal-area parts, with exactly one part coloured and labelled “one eighth”.","One whole rectangle split into 8 equal-area parts, with exactly one part coloured and labelled “one eighth”. Hint: Accept eight equal strips, a 2-by-4 grid or another valid equal-area partition. Check that the whole bar is represented.","","","","adult-review","Accept eight equal strips, a 2-by-4 grid or another valid equal-area partition. Check that the whole bar is represented."
