"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation","visual_description","visual_asset","visual_svg","response_type","acceptance_note"
"AC9M2M04","Reading analogue clocks","practice","AC9M2M04-P-011","Read this clock. Which hour comes next?","A. 12 o’clock | B. 2 o’clock | C. 1 o’clock","1 o’clock","It is 12:45; the short hand is approaching 1. Hint: Use the information in the question and check each step.","Analogue clock: short hand at the position for 12:45; long hand at 9.","/assets/assessment-visuals/year2/math/ac9m2m04.svg?v=20260906-year2-pending-release#ac9m2m04-p-011","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><circle cx=""320"" cy=""150"" r=""128"" fill=""white"" stroke=""#17324d"" stroke-width=""3""/><text x=""373.0"" y=""65.20130719884949"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">1</text><text x=""411.7986928011505"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">2</text><text x=""426.0"" y=""157.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">3</text><text x=""411.79869280115054"" y=""209.99999999999997"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">4</text><text x=""373.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">5</text><text x=""320.0"" y=""263.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">6</text><text x=""267.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">7</text><text x=""228.20130719884952"" y=""210.00000000000006"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">8</text><text x=""214.0"" y=""157.00000000000003"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">9</text><text x=""228.20130719884952"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">10</text><text x=""266.99999999999994"" y=""65.20130719884953"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">11</text><text x=""320.0"" y=""51.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">12</text><path d=""M320 150L346.02247340082613 87.1761917892325"" fill=""none"" stroke=""#17324d"" stroke-width=""7""/><path d=""M320 150L225.0 150.00000000000003"" fill=""none"" stroke=""#087fa5"" stroke-width=""4""/><circle cx=""320"" cy=""150"" r=""6"" fill=""#17324d""/></svg>","multiple-choice",""
"AC9M2M04","Reading analogue clocks","practice","AC9M2M04-P-012","This clock shows 6:00. Can its hands alone tell you whether it is morning or evening?","A. Yes; morning uses the long hand | B. No; the hands look the same at both times | C. Yes; evening puts the short hand on 12","No; the hands look the same at both times","An ordinary 12-hour clock repeats the same hand positions twice each day. Hint: Use the information in the question and check each step.","Analogue clock: short hand at the position for 6:00; long hand at 12.","/assets/assessment-visuals/year2/math/ac9m2m04.svg?v=20260906-year2-pending-release#ac9m2m04-p-012","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><circle cx=""320"" cy=""150"" r=""128"" fill=""white"" stroke=""#17324d"" stroke-width=""3""/><text x=""373.0"" y=""65.20130719884949"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">1</text><text x=""411.7986928011505"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">2</text><text x=""426.0"" y=""157.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">3</text><text x=""411.79869280115054"" y=""209.99999999999997"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">4</text><text x=""373.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">5</text><text x=""320.0"" y=""263.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">6</text><text x=""267.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">7</text><text x=""228.20130719884952"" y=""210.00000000000006"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">8</text><text x=""214.0"" y=""157.00000000000003"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">9</text><text x=""228.20130719884952"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">10</text><text x=""266.99999999999994"" y=""65.20130719884953"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">11</text><text x=""320.0"" y=""51.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">12</text><path d=""M320 150L320.0 218.0"" fill=""none"" stroke=""#17324d"" stroke-width=""7""/><path d=""M320 150L320.0 55.0"" fill=""none"" stroke=""#087fa5"" stroke-width=""4""/><circle cx=""320"" cy=""150"" r=""6"" fill=""#17324d""/></svg>","multiple-choice",""
"AC9M2M04","Reading analogue clocks","practice","AC9M2M04-P-013","A child calls this “quarter to 10”. What should they say?","A. Quarter past 10 | B. Half past 10 | C. Quarter to 11","Quarter to 11","The short hand is between 10 and 11, nearly at 11. Quarter to names the next hour. Hint: Use the information in the question and check each step.","Analogue clock: short hand at the position for 10:45; long hand at 9.","/assets/assessment-visuals/year2/math/ac9m2m04.svg?v=20260906-year2-pending-release#ac9m2m04-p-013","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><circle cx=""320"" cy=""150"" r=""128"" fill=""white"" stroke=""#17324d"" stroke-width=""3""/><text x=""373.0"" y=""65.20130719884949"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">1</text><text x=""411.7986928011505"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">2</text><text x=""426.0"" y=""157.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">3</text><text x=""411.79869280115054"" y=""209.99999999999997"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">4</text><text x=""373.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">5</text><text x=""320.0"" y=""263.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">6</text><text x=""267.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">7</text><text x=""228.20130719884952"" y=""210.00000000000006"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">8</text><text x=""214.0"" y=""157.00000000000003"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">9</text><text x=""228.20130719884952"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">10</text><text x=""266.99999999999994"" y=""65.20130719884953"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">11</text><text x=""320.0"" y=""51.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">12</text><path d=""M320 150L278.604222827407 96.05197286019603"" fill=""none"" stroke=""#17324d"" stroke-width=""7""/><path d=""M320 150L225.0 150.00000000000003"" fill=""none"" stroke=""#087fa5"" stroke-width=""4""/><circle cx=""320"" cy=""150"" r=""6"" fill=""#17324d""/></svg>","multiple-choice",""
"AC9M2M04","Reading analogue clocks","practice","AC9M2M04-P-014","Why does the long hand at 6 mean half past?","A. It has travelled halfway round the clock | B. It means 6 minutes have passed | C. The short hand has reached the next hour","It has travelled halfway round the clock","Half a circle is half an hour, or 30 minutes. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M04","Reading analogue clocks","practice","AC9M2M04-P-015","Which phrase means 3:45?","A. Quarter past 3 | B. Quarter to 4 | C. Quarter to 3","Quarter to 4","At 3:45, a quarter-hour remains until 4 o’clock. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M04","Reading analogue clocks","practice","AC9M2M04-P-016","The short hand is between 7 and 8, nearer 8. The long hand is on 9. What time is it?","A. 8:45 | B. 7:45 | C. 7:15","7:45","The hour hand has not reached 8. The long hand at 9 shows 45 minutes after 7. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M04","Reading analogue clocks","practice","AC9M2M04-P-017","Read the clock.","A. Half past 12 | B. Half past 1 | C. 12 o’clock","Half past 12","The short hand is halfway between 12 and 1, so the hour already passed is 12. Hint: Use the information in the question and check each step.","Analogue clock: short hand at the position for 12:30; long hand at 6.","/assets/assessment-visuals/year2/math/ac9m2m04.svg?v=20260906-year2-pending-release#ac9m2m04-p-017","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><circle cx=""320"" cy=""150"" r=""128"" fill=""white"" stroke=""#17324d"" stroke-width=""3""/><text x=""373.0"" y=""65.20130719884949"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">1</text><text x=""411.7986928011505"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">2</text><text x=""426.0"" y=""157.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">3</text><text x=""411.79869280115054"" y=""209.99999999999997"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">4</text><text x=""373.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">5</text><text x=""320.0"" y=""263.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">6</text><text x=""267.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">7</text><text x=""228.20130719884952"" y=""210.00000000000006"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">8</text><text x=""214.0"" y=""157.00000000000003"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">9</text><text x=""228.20130719884952"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">10</text><text x=""266.99999999999994"" y=""65.20130719884953"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">11</text><text x=""320.0"" y=""51.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">12</text><path d=""M320 150L337.59969506697144 84.31704381234336"" fill=""none"" stroke=""#17324d"" stroke-width=""7""/><path d=""M320 150L320.0 245.0"" fill=""none"" stroke=""#087fa5"" stroke-width=""4""/><circle cx=""320"" cy=""150"" r=""6"" fill=""#17324d""/></svg>","multiple-choice",""
"AC9M2M04","Reading analogue clocks","practice","AC9M2M04-P-018","Which label belongs under this clock?","A. Quarter to 1 | B. Half past 1 | C. Quarter past 1","Quarter past 1","The short hand is just after 1 and the long hand at 3 shows a quarter past. Hint: Use the information in the question and check each step.","Analogue clock: short hand at the position for 1:15; long hand at 3.","/assets/assessment-visuals/year2/math/ac9m2m04.svg?v=20260906-year2-pending-release#ac9m2m04-p-018","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><circle cx=""320"" cy=""150"" r=""128"" fill=""white"" stroke=""#17324d"" stroke-width=""3""/><text x=""373.0"" y=""65.20130719884949"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">1</text><text x=""411.7986928011505"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">2</text><text x=""426.0"" y=""157.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">3</text><text x=""411.79869280115054"" y=""209.99999999999997"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">4</text><text x=""373.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">5</text><text x=""320.0"" y=""263.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">6</text><text x=""267.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">7</text><text x=""228.20130719884952"" y=""210.00000000000006"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">8</text><text x=""214.0"" y=""157.00000000000003"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">9</text><text x=""228.20130719884952"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">10</text><text x=""266.99999999999994"" y=""65.20130719884953"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">11</text><text x=""320.0"" y=""51.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">12</text><path d=""M320 150L361.395777172593 96.051972860196"" fill=""none"" stroke=""#17324d"" stroke-width=""7""/><path d=""M320 150L415.0 150.0"" fill=""none"" stroke=""#087fa5"" stroke-width=""4""/><circle cx=""320"" cy=""150"" r=""6"" fill=""#17324d""/></svg>","multiple-choice",""
"AC9M2M04","Reading analogue clocks","practice","AC9M2M04-P-019","The long hand moves from 12 to 3. What fraction of an hour passes?","A. One quarter | B. One half | C. One whole","One quarter","The long hand moves through one of four equal quarters of its circle. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M04","Reading analogue clocks","practice","AC9M2M04-P-020","A drawing labelled 4:30 has its long hand on 6 and short hand exactly on 4. What needs fixing?","A. Move the long hand to 3 | B. Move the short hand halfway towards 5 | C. Move the short hand to 6","Move the short hand halfway towards 5","At half past, the hour hand must also have moved half the distance to the next hour. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M04","Reading analogue clocks","practice","AC9M2M04-P-021","A clock has its short hand at 3 and long hand at 12. A child says 12:15. What is the time?","A. 12:03 | B. 3:15 | C. 3:00","3:00","The short hand gives the hour, 3; the long hand at 12 gives zero minutes. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M04","Reading analogue clocks","practice","AC9M2M04-P-022","What time does this clock show?","A. Quarter past 11 | B. Quarter to 11 | C. Quarter to 12","Quarter to 12","The long hand at 9 and short hand approaching 12 show 11:45. Hint: Use the information in the question and check each step.","Analogue clock: short hand at the position for 11:45; long hand at 9.","/assets/assessment-visuals/year2/math/ac9m2m04.svg?v=20260906-year2-pending-release#ac9m2m04-p-022","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><circle cx=""320"" cy=""150"" r=""128"" fill=""white"" stroke=""#17324d"" stroke-width=""3""/><text x=""373.0"" y=""65.20130719884949"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">1</text><text x=""411.7986928011505"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">2</text><text x=""426.0"" y=""157.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">3</text><text x=""411.79869280115054"" y=""209.99999999999997"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">4</text><text x=""373.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">5</text><text x=""320.0"" y=""263.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">6</text><text x=""267.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">7</text><text x=""228.20130719884952"" y=""210.00000000000006"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">8</text><text x=""214.0"" y=""157.00000000000003"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">9</text><text x=""228.20130719884952"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">10</text><text x=""266.99999999999994"" y=""65.20130719884953"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">11</text><text x=""320.0"" y=""51.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">12</text><path d=""M320 150L311.1242189290365 82.5817494265809"" fill=""none"" stroke=""#17324d"" stroke-width=""7""/><path d=""M320 150L225.0 150.00000000000003"" fill=""none"" stroke=""#087fa5"" stroke-width=""4""/><circle cx=""320"" cy=""150"" r=""6"" fill=""#17324d""/></svg>","multiple-choice",""
"AC9M2M04","Reading analogue clocks","practice","AC9M2M04-P-023","Draw an analogue clock showing half past 5. Use hands of different lengths.","","Long hand at 6; short hand halfway between 5 and 6.","Long hand at 6; short hand halfway between 5 and 6. Hint: Accept a clear numbered clock with these positions; the hour hand must not remain exactly on 5.","","","","adult-review","Accept a clear numbered clock with these positions; the hour hand must not remain exactly on 5."
"AC9M2M04","Reading analogue clocks","practice","AC9M2M04-P-024","Read this clock aloud or write its time. Explain what each hand tells you.","","Quarter to 3, or 2:45. Long hand at 9; short hand between 2 and 3, approaching 3.","Quarter to 3, or 2:45. Long hand at 9; short hand between 2 and 3, approaching 3. Hint: Accept either time form with both hand roles correctly explained.","Analogue clock: short hand at the position for 2:45; long hand at 9.","/assets/assessment-visuals/year2/math/ac9m2m04.svg?v=20260906-year2-pending-release#ac9m2m04-p-024","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><circle cx=""320"" cy=""150"" r=""128"" fill=""white"" stroke=""#17324d"" stroke-width=""3""/><text x=""373.0"" y=""65.20130719884949"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">1</text><text x=""411.7986928011505"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">2</text><text x=""426.0"" y=""157.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">3</text><text x=""411.79869280115054"" y=""209.99999999999997"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">4</text><text x=""373.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">5</text><text x=""320.0"" y=""263.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">6</text><text x=""267.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">7</text><text x=""228.20130719884952"" y=""210.00000000000006"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">8</text><text x=""214.0"" y=""157.00000000000003"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">9</text><text x=""228.20130719884952"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">10</text><text x=""266.99999999999994"" y=""65.20130719884953"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">11</text><text x=""320.0"" y=""51.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">12</text><path d=""M320 150L387.4182505734191 141.1242189290365"" fill=""none"" stroke=""#17324d"" stroke-width=""7""/><path d=""M320 150L225.0 150.00000000000003"" fill=""none"" stroke=""#087fa5"" stroke-width=""4""/><circle cx=""320"" cy=""150"" r=""6"" fill=""#17324d""/></svg>","adult-review","Accept either time form with both hand roles correctly explained."
"AC9M2M04","Reading analogue clocks","test","AC9M2M04-T-001","What is the time on this clock?","A. 12:40 | B. 8:30 | C. 8:00","8:00","The short hand is at 8; the long hand is at 12. Hint: Use the information in the question and check each step.","Analogue clock: short hand at the position for 8:00; long hand at 12.","/assets/assessment-visuals/year2/math/ac9m2m04.svg?v=20260906-year2-pending-release#ac9m2m04-t-001","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><circle cx=""320"" cy=""150"" r=""128"" fill=""white"" stroke=""#17324d"" stroke-width=""3""/><text x=""373.0"" y=""65.20130719884949"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">1</text><text x=""411.7986928011505"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">2</text><text x=""426.0"" y=""157.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">3</text><text x=""411.79869280115054"" y=""209.99999999999997"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">4</text><text x=""373.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">5</text><text x=""320.0"" y=""263.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">6</text><text x=""267.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">7</text><text x=""228.20130719884952"" y=""210.00000000000006"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">8</text><text x=""214.0"" y=""157.00000000000003"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">9</text><text x=""228.20130719884952"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">10</text><text x=""266.99999999999994"" y=""65.20130719884953"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">11</text><text x=""320.0"" y=""51.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">12</text><path d=""M320 150L261.1102725426582 184.00000000000003"" fill=""none"" stroke=""#17324d"" stroke-width=""7""/><path d=""M320 150L320.0 55.0"" fill=""none"" stroke=""#087fa5"" stroke-width=""4""/><circle cx=""320"" cy=""150"" r=""6"" fill=""#17324d""/></svg>","multiple-choice",""
"AC9M2M04","Reading analogue clocks","test","AC9M2M04-T-002","Which label matches the clock?","A. Half past 6 | B. Half past 7 | C. 6 o’clock","Half past 6","The short hand is halfway from 6 to 7; the long hand is at 6. Hint: Use the information in the question and check each step.","Analogue clock: short hand at the position for 6:30; long hand at 6.","/assets/assessment-visuals/year2/math/ac9m2m04.svg?v=20260906-year2-pending-release#ac9m2m04-t-002","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><circle cx=""320"" cy=""150"" r=""128"" fill=""white"" stroke=""#17324d"" stroke-width=""3""/><text x=""373.0"" y=""65.20130719884949"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">1</text><text x=""411.7986928011505"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">2</text><text x=""426.0"" y=""157.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">3</text><text x=""411.79869280115054"" y=""209.99999999999997"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">4</text><text x=""373.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">5</text><text x=""320.0"" y=""263.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">6</text><text x=""267.0"" y=""248.7986928011505"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">7</text><text x=""228.20130719884952"" y=""210.00000000000006"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">8</text><text x=""214.0"" y=""157.00000000000003"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">9</text><text x=""228.20130719884952"" y=""103.99999999999999"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">10</text><text x=""266.99999999999994"" y=""65.20130719884953"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">11</text><text x=""320.0"" y=""51.0"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">12</text><path d=""M320 150L302.40030493302856 215.68295618765666"" fill=""none"" stroke=""#17324d"" stroke-width=""7""/><path d=""M320 150L320.0 245.0"" fill=""none"" stroke=""#087fa5"" stroke-width=""4""/><circle cx=""320"" cy=""150"" r=""6"" fill=""#17324d""/></svg>","multiple-choice",""
