"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation","visual_description","visual_asset","visual_svg","response_type","acceptance_note"
"AC9M2SP01","Comparing and classifying two-dimensional shapes","practice","AC9M2SP01-P-011","Which two shapes belong in a group labelled “four straight sides”?","A. Triangle and circle | B. Pentagon and oval | C. Rectangle and square","Rectangle and square","Rectangles and squares each have four straight sides. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","practice","AC9M2SP01-P-012","Why is this not a closed four-sided shape?","A. The lines are straight | B. The bottom side is missing | C. It is too large","The bottom side is missing","Its boundary is open; a fourth side is needed to close it. Hint: Use the information in the question and check each step.","Three connected straight segments, open at the bottom.","/assets/assessment-visuals/year2/math/ac9m2sp01.svg?v=20260906-year2-pending-release#ac9m2sp01-p-012","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><path d=""M190 220L190 70"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/><path d=""M190 70L440 70"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/><path d=""M440 70L440 220"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/></svg>","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","practice","AC9M2SP01-P-013","Does “opposite sides” always mean “sides of equal length”?","A. Yes; the words mean the same thing | B. Yes; all shapes have equal sides | C. No; it describes their positions","No; it describes their positions","Opposite refers to facing across a shape; it does not by itself specify length. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","practice","AC9M2SP01-P-014","Which sides of this shape are parallel?","A. The top and bottom | B. The left and right | C. The top and left","The top and bottom","The horizontal top and bottom remain the same distance apart. Hint: Use the information in the question and check each step.","Trapezium with horizontal top and bottom parallel; sloping left and right sides.","/assets/assessment-visuals/year2/math/ac9m2sp01.svg?v=20260906-year2-pending-release#ac9m2sp01-p-014","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><polygon points=""220,65 410,65 480,225 150,225"" fill=""#c5e6f5"" stroke=""#17324d"" stroke-width=""3""/></svg>","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","practice","AC9M2SP01-P-015","Are these sloping lines parallel?","A. No; only horizontal lines can be parallel | B. Yes; they keep the same direction and separation | C. No; sloping lines always cross","Yes; they keep the same direction and separation","Parallel lines can slope; they need not be horizontal or vertical. Hint: Use the information in the question and check each step.","Two slanted parallel straight segments of equal direction.","/assets/assessment-visuals/year2/math/ac9m2sp01.svg?v=20260906-year2-pending-release#ac9m2sp01-p-015","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><path d=""M160 210L350 55"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/><path d=""M290 245L480 90"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/></svg>","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","practice","AC9M2SP01-P-016","Why are these lines not parallel?","A. They are both straight | B. They cross | C. They are the same colour","They cross","Parallel lines never meet, but these intersect. Hint: Use the information in the question and check each step.","Two straight lines crossing in the middle.","/assets/assessment-visuals/year2/math/ac9m2sp01.svg?v=20260906-year2-pending-release#ac9m2sp01-p-016","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><path d=""M180 70L450 230"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/><path d=""M180 230L450 70"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/></svg>","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","practice","AC9M2SP01-P-017","An inward corner appears in this shape. How many straight sides are there?","A. 5 | B. 4 | C. 6","5","Count both sides forming the inward corner; the boundary has five segments. Hint: Use the information in the question and check each step.","Closed concave polygon with five straight sides, including two meeting at an inward corner.","/assets/assessment-visuals/year2/math/ac9m2sp01.svg?v=20260906-year2-pending-release#ac9m2sp01-p-017","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><polygon points=""160,60 450,60 350,145 450,235 160,235"" fill=""#c5e6f5"" stroke=""#17324d"" stroke-width=""3""/></svg>","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","practice","AC9M2SP01-P-018","How many more sides does a hexagon have than a triangle?","A. 2 | B. 9 | C. 3","3","A hexagon has 6 and a triangle 3; the difference is 3. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","practice","AC9M2SP01-P-019","A small blue pentagon and a large yellow pentagon are put together. Which property explains the grouping?","A. Both have five straight sides | B. Both have the same size | C. Both have the same colour","Both have five straight sides","Side count stays five despite colour and size changes. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","practice","AC9M2SP01-P-020","A group includes all shapes with four square corners. Can a square belong with non-square rectangles?","A. No; a square has no corners | B. Yes; squares also have four square corners | C. No; a square has only three sides","Yes; squares also have four square corners","A square meets the stated property, even though its sides are all equal. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","practice","AC9M2SP01-P-021","Which shape belongs in a “has a curved part” group with a circle?","A. A triangle | B. A hexagon | C. A semicircle","A semicircle","A semicircle has a curved arc as part of its boundary. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","practice","AC9M2SP01-P-022","A shape has four straight sides. Is that enough information to call it a square?","A. Yes; every four-sided shape is a square | B. Yes; its colour decides | C. No; other four-sided shapes exist","No; other four-sided shapes exist","Four sides alone do not establish equal lengths and square corners. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","practice","AC9M2SP01-P-023","Draw two different closed shapes with four straight sides. Label a pair of opposite sides on each.","","Two distinct quadrilaterals with correctly identified opposite sides.","Two distinct quadrilaterals with correctly identified opposite sides. Hint: Accept rotated or irregular shapes. Opposite sides must not share a corner; do not require both drawings to be rectangles.","","","","adult-review","Accept rotated or irregular shapes. Opposite sides must not share a corner; do not require both drawings to be rectangles."
"AC9M2SP01","Comparing and classifying two-dimensional shapes","practice","AC9M2SP01-P-024","Draw a circle, a triangle and a semicircle. Sort them into “has a curved part” and “only straight sides”. Explain your groups.","","Circle and semicircle in curved-part group; triangle in only-straight group.","Circle and semicircle in curved-part group; triangle in only-straight group. Hint: Check the semicircle is included in the curved group even though it also has a straight boundary.","","","","adult-review","Check the semicircle is included in the curved group even though it also has a straight boundary."
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-001","Count every straight edge of this shape. How many are there?","A. 5 | B. 7 | C. 6","6","Tracing all the boundary segments gives six. Hint: Use the information in the question and check each step.","An irregular six-sided polygon.","/assets/assessment-visuals/year2/math/ac9m2sp01.svg?v=20260906-year2-pending-release#ac9m2sp01-t-001","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><polygon points=""200,60 390,60 450,130 420,230 250,245 175,155"" fill=""#c5e6f5"" stroke=""#17324d"" stroke-width=""3""/></svg>","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-002","What is this closed five-sided shape called?","A. A pentagon | B. A hexagon | C. A triangle","A pentagon","A five-sided polygon is a pentagon even with an inward corner. Hint: Use the information in the question and check each step.","Closed concave polygon with five straight sides, including two meeting at an inward corner.","/assets/assessment-visuals/year2/math/ac9m2sp01.svg?v=20260906-year2-pending-release#ac9m2sp01-t-002","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><polygon points=""160,60 450,60 350,145 450,235 160,235"" fill=""#c5e6f5"" stroke=""#17324d"" stroke-width=""3""/></svg>","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-003","Which side is opposite D?","A. A | B. B | C. C","B","The right side B is across from left side D. Hint: Use the information in the question and check each step.","Rectangle: top side A, right B, bottom C, left D.","/assets/assessment-visuals/year2/math/ac9m2sp01.svg?v=20260906-year2-pending-release#ac9m2sp01-t-003","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><rect x=""155"" y=""70"" width=""330"" height=""160"" fill=""#c5e6f5"" stroke=""#17324d"" stroke-width=""2""/><text x=""320"" y=""58"" font-family=""Arial,sans-serif"" font-size=""20"" fill=""#17324d"" text-anchor=""middle"">A</text><text x=""510"" y=""158"" font-family=""Arial,sans-serif"" font-size=""20"" fill=""#17324d"" text-anchor=""middle"">B</text><text x=""320"" y=""265"" font-family=""Arial,sans-serif"" font-size=""20"" fill=""#17324d"" text-anchor=""middle"">C</text><text x=""130"" y=""158"" font-family=""Arial,sans-serif"" font-size=""20"" fill=""#17324d"" text-anchor=""middle"">D</text></svg>","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-004","Which sides of the rectangle are parallel to A?","A. B and D | B. C only | C. Every other side","C only","Only C runs in the same direction without meeting A. Hint: Use the information in the question and check each step.","Rectangle: top side A, right B, bottom C, left D.","/assets/assessment-visuals/year2/math/ac9m2sp01.svg?v=20260906-year2-pending-release#ac9m2sp01-t-004","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><rect x=""155"" y=""70"" width=""330"" height=""160"" fill=""#c5e6f5"" stroke=""#17324d"" stroke-width=""2""/><text x=""320"" y=""58"" font-family=""Arial,sans-serif"" font-size=""20"" fill=""#17324d"" text-anchor=""middle"">A</text><text x=""510"" y=""158"" font-family=""Arial,sans-serif"" font-size=""20"" fill=""#17324d"" text-anchor=""middle"">B</text><text x=""320"" y=""265"" font-family=""Arial,sans-serif"" font-size=""20"" fill=""#17324d"" text-anchor=""middle"">C</text><text x=""130"" y=""158"" font-family=""Arial,sans-serif"" font-size=""20"" fill=""#17324d"" text-anchor=""middle"">D</text></svg>","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-005","Which description fits the semicircle?","A. It has three straight sides | B. It has only a curved boundary | C. It has both a curve and a straight boundary","It has both a curve and a straight boundary","Its arc is curved and its diameter is straight. Hint: Use the information in the question and check each step.","Semicircle with a curved arc above one horizontal straight boundary.","/assets/assessment-visuals/year2/math/ac9m2sp01.svg?v=20260906-year2-pending-release#ac9m2sp01-t-005","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><path d=""M190 220 A130 130 0 0 1 450 220 Z"" fill=""#c5e6f5"" stroke=""#17324d"" stroke-width=""3""/></svg>","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-006","Why does this turned shape still belong in the square group?","A. Its side lengths and corners have not changed | B. Its top corner creates a fifth side | C. Its colour makes it a square","Its side lengths and corners have not changed","Rotation changes orientation but preserves the shape’s properties. Hint: Use the information in the question and check each step.","A square rotated so one corner points upwards.","/assets/assessment-visuals/year2/math/ac9m2sp01.svg?v=20260906-year2-pending-release#ac9m2sp01-t-006","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><polygon points=""320,30 440,150 320,270 200,150"" fill=""#c5e6f5"" stroke=""#17324d"" stroke-width=""3""/></svg>","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-007","Which fact is enough to identify a simple closed polygon as a triangle?","A. It has exactly three straight sides | B. It is blue | C. It has two equal sides","It has exactly three straight sides","Three straight sides define a triangle. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-008","Two slanted sides lie on lines that never meet and stay equally far apart. What are they?","A. Curved | B. Crossing | C. Parallel","Parallel","Parallel describes this constant separation. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-009","A rectangle, trapezium and square are grouped together. Which label fits them all?","A. All sides equal | B. Four straight sides | C. Curved boundary","Four straight sides","All three are quadrilaterals, but their side lengths can differ. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-010","How many fewer sides does a pentagon have than an octagon?","A. 3 | B. 2 | C. 13","3","An octagon has 8 sides and a pentagon 5; 8 minus 5 is 3. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-011","Which description identifies opposite sides of a quadrilateral?","A. They meet at one corner | B. They face across the shape without sharing a corner | C. They must form a curve","They face across the shape without sharing a corner","Opposite sides do not touch at a vertex. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-012","An oval was put in a group labelled “only straight sides”. What should happen?","A. Leave it because it is closed | B. Add corners to its name | C. Move it to a curved-boundary group","Move it to a curved-boundary group","An oval’s boundary is curved. Hint: Use the information in the question and check each step.","A is a circle; B is an oval. Both have entirely curved boundaries.","/assets/assessment-visuals/year2/math/ac9m2sp01.svg?v=20260906-year2-pending-release#ac9m2sp01-t-012","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><circle cx=""190"" cy=""145"" r=""85"" fill=""#c5e6f5"" stroke=""#17324d"" stroke-width=""3""/><ellipse cx=""460"" cy=""145"" rx=""105"" ry=""65"" fill=""#c5e6f5"" stroke=""#17324d"" stroke-width=""3""/><text x=""190"" y=""270"" font-family=""Arial,sans-serif"" font-size=""20"" fill=""#17324d"" text-anchor=""middle"">A</text><text x=""460"" y=""270"" font-family=""Arial,sans-serif"" font-size=""20"" fill=""#17324d"" text-anchor=""middle"">B</text></svg>","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-013","Which change closes this drawing to make a quadrilateral?","A. Add a dot in the middle | B. Lengthen only the top side | C. Join the two bottom endpoints with one straight side","Join the two bottom endpoints with one straight side","Joining the free endpoints creates the missing fourth boundary segment. Hint: Use the information in the question and check each step.","Three connected straight segments, open at the bottom.","/assets/assessment-visuals/year2/math/ac9m2sp01.svg?v=20260906-year2-pending-release#ac9m2sp01-t-013","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><path d=""M190 220L190 70"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/><path d=""M190 70L440 70"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/><path d=""M440 70L440 220"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/></svg>","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-014","A hexagon is made twice as large without changing its outline. How many sides does it have?","A. 6 | B. 12 | C. 3","6","Enlargement changes size, not the number of sides. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-015","Draw a non-square rectangle. Label one pair of parallel sides and one pair of sides that meet.","","Opposite sides labelled parallel; adjacent sides labelled as meeting.","Opposite sides labelled parallel; adjacent sides labelled as meeting. Hint: Check the two relationships on the learner’s own rectangle.","","","","adult-review","Check the two relationships on the learner’s own rectangle."
"AC9M2SP01","Comparing and classifying two-dimensional shapes","test","AC9M2SP01-T-016","Draw a five-sided shape and a six-sided shape. Name them and explain how you distinguished them.","","Pentagon has five straight sides; hexagon has six.","Pentagon has five straight sides; hexagon has six. Hint: Accept irregular closed shapes with correct counts and names; equal sides are not required.","","","","adult-review","Accept irregular closed shapes with correct counts and names; equal sides are not required."
