"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation","visual_description","visual_asset","visual_svg","response_type","acceptance_note"
"AC9M2M01","Measuring length, capacity and mass","practice","AC9M2M01-P-011","A teapot holds 6 cupfuls and a saucepan 9 of the same cupfuls. How much more does the saucepan hold?","A. 15 cupfuls | B. 2 cupfuls | C. 3 cupfuls","3 cupfuls","Nine minus six is three equal cup units. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","practice","AC9M2M01-P-012","A shell balances 4 cubes, a toy 6 cubes and a stone 7 cubes. All cubes have equal mass. Which order is lightest to heaviest?","A. Stone, toy, shell | B. Shell, toy, stone | C. Toy, shell, stone","Shell, toy, stone","With the same mass unit, compare counts: 4, then 6, then 7. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","practice","AC9M2M01-P-013","A bookmark is 9 small sticks long and an envelope 6 of the same sticks long. What is the difference?","A. 15 sticks | B. 2 sticks | C. 3 sticks","3 sticks","Subtract six equal units from nine. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","practice","AC9M2M01-P-014","Both rows cover the same length. Which row uses smaller tiles?","A. B | B. A | C. Both use the same tile size","B","Eight tiles fit where only four larger tiles fit. Hint: Use the information in the question and check each step.","The same total length is covered by four large tiles in row A and eight smaller tiles in row B.","/assets/assessment-visuals/year2/math/ac9m2m01.svg?v=20260906-year2-pending-release#ac9m2m01-p-014","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><rect x=""80"" y=""75"" width=""110"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""190"" y=""75"" width=""110"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""300"" y=""75"" width=""110"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""410"" y=""75"" width=""110"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""80"" y=""180"" width=""55"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""135"" y=""180"" width=""55"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""190"" y=""180"" width=""55"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""245"" y=""180"" width=""55"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""300"" y=""180"" width=""55"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""355"" y=""180"" width=""55"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""410"" y=""180"" width=""55"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""465"" y=""180"" width=""55"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><text x=""45"" y=""110"" font-family=""Arial,sans-serif"" font-size=""20"" fill=""#17324d"" text-anchor=""middle"">A</text><text x=""45"" y=""215"" font-family=""Arial,sans-serif"" font-size=""20"" fill=""#17324d"" text-anchor=""middle"">B</text></svg>","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","practice","AC9M2M01-P-015","A mat measures 7 large tiles long. A shelf measures 9 small tiles long. Can the counts alone tell which is longer?","A. Yes; the shelf must be longer | B. No; the units differ | C. Yes; the mat must be longer","No; the units differ","Compare using the same-sized units before comparing the counts. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","practice","AC9M2M01-P-016","A strip is a little longer than 3 large tiles. How can you measure it more closely using whole units?","A. Round up without measuring | B. Use smaller equal tiles | C. Mix large and small tiles and count them all alike","Use smaller equal tiles","Smaller uniform units can measure the remaining length more closely. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","practice","AC9M2M01-P-017","A bottle holds 2 full cupfuls and part of another. How could you measure its capacity more closely in whole units?","A. Remeasure with equal full spoonfuls | B. Count the partly filled cup as a full cup | C. Use a different-sized cup for each pour","Remeasure with equal full spoonfuls","A smaller uniform unit can describe the amount more precisely. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","practice","AC9M2M01-P-018","A toy is heavier than 3 large blocks but lighter than 4. How could its mass be measured more closely?","A. Use larger blocks | B. Use any mixture of counters and count them equally | C. Use smaller equal-mass counters","Use smaller equal-mass counters","Smaller mass units make a finer comparison on the balance. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","practice","AC9M2M01-P-019","A tall narrow bottle and a short wide bottle each hold 5 of the same cupfuls. Which has greater capacity?","A. Neither; their capacities are equal | B. The taller bottle | C. The wider bottle","Neither; their capacities are equal","Their measured capacities are equal despite different shapes. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","practice","AC9M2M01-P-020","A large empty box balances 2 cubes. A small metal toy balances 8 identical cubes. Which is heavier?","A. The empty box | B. The metal toy | C. They have equal mass","The metal toy","The toy balances more of the same mass units, regardless of its size. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","practice","AC9M2M01-P-021","Two children use different-sized footsteps to measure a path and get different counts. How can they compare fairly?","A. Use their original counts as if the units match | B. Choose the larger count automatically | C. Both measure with the same stick length","Both measure with the same stick length","Using one common length unit makes the counts comparable. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","practice","AC9M2M01-P-022","Seven cupfuls are poured towards a bowl, but some water spills outside. Does this reliably measure the bowl’s capacity?","A. Yes; count every pour regardless of spills | B. Yes; add one extra cup to the count | C. No; repeat without spilling","No; repeat without spilling","Some of the counted water did not enter the bowl. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","practice","AC9M2M01-P-023","A balance holds six counters: three light and three heavy. Can its mass be described as six equal counter units?","A. Yes; any six counters are equal units | B. No; the counters are not uniform mass units | C. Yes; only the number matters","No; the counters are not uniform mass units","Counting unlike masses as equal units gives a misleading measurement. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","practice","AC9M2M01-P-024","Measure two safe objects using the same small informal length unit. Record both counts and compare the lengths.","","Two actual measurements made with a uniform unit, with a comparison consistent with the counts.","Two actual measurements made with a uniform unit, with a comparison consistent with the counts. Hint: Check alignment, no gaps/overlaps and a stated unit. If a unit does not fit closely, use a smaller uniform unit or describe the remainder.","","","","adult-review","Check alignment, no gaps/overlaps and a stated unit. If a unit does not fit closely, use a smaller uniform unit or describe the remainder."
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-001","What is the cord’s length in the tile units shown?","A. 4 tiles | B. 6 tiles | C. 5 tiles","5 tiles","Five equal touching tiles cover the cord from end to end. Hint: Use the information in the question and check each step.","Cord aligned with five equal touching tiles.","/assets/assessment-visuals/year2/math/ac9m2m01.svg?v=20260906-year2-pending-release#ac9m2m01-t-001","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><rect x=""80"" y=""120"" width=""55"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""135"" y=""120"" width=""55"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""190"" y=""120"" width=""55"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""245"" y=""120"" width=""55"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""300"" y=""120"" width=""55"" height=""55"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><path d=""M80 85L355 85"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/><text x=""217"" y=""60"" font-family=""Arial,sans-serif"" font-size=""20"" fill=""#17324d"" text-anchor=""middle"">Cord</text></svg>","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-002","Three plants are 8, 5 and 7 identical blocks tall. Which measurement belongs to the shortest?","A. 5 blocks | B. 8 blocks | C. 7 blocks","5 blocks","Using one common unit, the smallest count gives the shortest height. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-003","An empty tub is filled exactly by 4 scoopfuls and then 2 more. The scoops are all equally full. What is its capacity?","A. 2 scoopfuls | B. 6 scoopfuls | C. 8 scoopfuls","6 scoopfuls","Four plus two equals six uniform scoop units. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-004","What mass is shown for the stone on the level balance?","A. 6 counter units | B. 7 counter units | C. 8 counter units","7 counter units","The stone balances seven identical mass units. Hint: Use the information in the question and check each step.","Level balance with one stone on the left and seven equal-mass counters on the right.","/assets/assessment-visuals/year2/math/ac9m2m01.svg?v=20260906-year2-pending-release#ac9m2m01-t-004","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><path d=""M135 95L505 95"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/><path d=""M320 95L280 220H360Z"" fill=""#dce5ec"" stroke=""#17324d"" stroke-width=""2""/><path d=""M170 95L170 165"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/><path d=""M470 95L470 165"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/><path d=""M115 165L225 165"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/><path d=""M385 165L555 165"" fill=""none"" stroke=""#17324d"" stroke-width=""3""/><rect x=""142"" y=""115"" width=""56"" height=""45"" fill=""#f2c96e"" stroke=""#17324d"" stroke-width=""2""/><rect x=""393"" y=""140"" width=""27"" height=""25"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""424"" y=""140"" width=""27"" height=""25"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""455"" y=""140"" width=""27"" height=""25"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""486"" y=""140"" width=""27"" height=""25"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""517"" y=""140"" width=""27"" height=""25"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""393"" y=""113"" width=""27"" height=""25"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><rect x=""424"" y=""113"" width=""27"" height=""25"" fill=""#bde0f5"" stroke=""#17324d"" stroke-width=""2""/><text x=""320"" y=""255"" font-family=""Arial,sans-serif"" font-size=""18"" fill=""#17324d"" text-anchor=""middle"">Level balance; all counters have equal mass</text></svg>","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-005","The first measuring tile starts after the left end of a strip. What is the problem?","A. The strip becomes shorter | B. The tiles are automatically too small | C. Part of the strip has not been measured","Part of the strip has not been measured","Measurement must begin at the object’s endpoint. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-006","Which measurement uses uniform capacity units?","A. Five full cupfuls from the same cup | B. Three full cups and two half-filled cups counted as five | C. Five cups of different sizes counted equally","Five full cupfuls from the same cup","Each full use of the same cup measures the same amount. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-007","A can holds 8 spoonfuls and a mug 11 of the same spoonfuls. How much less does the can hold?","A. 3 spoonfuls | B. 19 spoonfuls | C. 2 spoonfuls","3 spoonfuls","Eleven minus eight is three. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-008","A ball balances 9 counters and a toy car 6 of the same counters. How much heavier is the ball?","A. 15 counter units | B. 6 counter units | C. 3 counter units","3 counter units","Compare the masses with subtraction: 9 minus 6. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-009","A table measures 12 short sticks or 6 long sticks. Both measurements are careful. Can both be correct?","A. No; a table can have only one numerical measure | B. Yes; the sticks have different lengths | C. No; the larger count must be wrong","Yes; the sticks have different lengths","The count depends on the size of the chosen unit. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-010","A toy balances 4 heavy blocks and a book balances 10 light counters. Can you compare their masses using those counts alone?","A. No; the mass units are different | B. Yes; the book must be heavier | C. Yes; the toy must be heavier","No; the mass units are different","The units must be comparable before their counts can be compared. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-011","A card extends beyond the last whole measuring block. What would improve the measurement?","A. Ignore the part sticking out | B. Remeasure with smaller equal units | C. Overlap the last two blocks","Remeasure with smaller equal units","Smaller uniform units can represent the remaining length more closely. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-012","A tiny container holds less than one cupful. Which informal unit would be more useful?","A. A bucketful | B. A large jugful | C. A small spoonful","A small spoonful","A smaller unit gives a useful count for a small capacity. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-013","A shell is between 2 and 3 large blocks in mass. Which change helps?","A. Choose larger blocks | B. Count different masses as identical | C. Use smaller equal-mass units","Use smaller equal-mass units","Finer units allow a closer measurement. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-014","Two identical bottles are empty and half full. Do they have the same capacity?","A. Yes; each can hold the same total amount | B. No; the half-full bottle has greater capacity | C. No; an empty bottle has no capacity","Yes; each can hold the same total amount","Capacity is how much a container can hold, not how much is currently inside. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-015","A child measures with a row mixing long and short tiles. What should be changed?","A. Count the tiles twice | B. Use tiles of equal length | C. Remove only the last tile","Use tiles of equal length","A length count needs uniform units. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2M01","Measuring length, capacity and mass","test","AC9M2M01-T-016","With an adult, choose a safe container and measure its capacity using equal full small cups or spoonfuls. Record your method and result.","","A real count in a stated uniform capacity unit, with any partial final unit described or remeasured using smaller units.","A real count in a stated uniform capacity unit, with any partial final unit described or remeasured using smaller units. Hint: Use safe materials such as water over a tray. Check equal fills and no spills; accept any valid measured result.","","","","adult-review","Use safe materials such as water over a tray. Check equal fills and no spills; accept any valid measured result."
