"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation","visual_description","visual_asset","visual_svg","response_type","acceptance_note"
"AC9M2ST02","Creating and comparing data representations","practice","AC9M2ST02-P-011","How does a one-to-one picture graph differ from a bar graph?","A. It cannot show category names | B. It must have different totals | C. It uses a separate symbol for each vote","It uses a separate symbol for each vote","A picture graph uses repeated symbols; a bar represents quantity by its length or height. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST02","Creating and comparing data representations","practice","AC9M2ST02-P-012","Two graphs list the same games in different orders. Can both represent the same votes?","A. No, category order changes the votes | B. Yes, if each game keeps its correct count | C. Only if every count is equal","Yes, if each game keeps its correct count","Compare labels with counts, not only the positions of bars. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST02","Creating and comparing data representations","practice","AC9M2ST02-P-013","Why should vote symbols have the same size and spacing?","A. So every category gets the same count | B. So the title can be left out | C. So rows can be compared fairly","So rows can be compared fairly","Unequal symbol sizes or gaps can make equal counts look different. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST02","Creating and comparing data representations","practice","AC9M2ST02-P-014","A count bar graph starts every bar from zero. Why is that useful?","A. Bar heights can be compared from the same starting point | B. It makes every vote equal zero | C. It removes the need for category labels","Bar heights can be compared from the same starting point","A shared zero baseline makes heights reflect counts fairly. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST02","Creating and comparing data representations","practice","AC9M2ST02-P-015","One more person votes for Skip. What should change in the picture graph?","A. Add one circle to every row | B. Add one circle to Skip | C. Remove one circle from Tag","Add one circle to Skip","Only Skip gains a vote. Its count changes from 2 to 3. Hint: Use the information in the question and check each step.","Picture graph: Catch 3 circles, Tag 6, Skip 2; one circle is one vote.","/assets/assessment-visuals/year2/math/ac9m2st02.svg?v=20260906-year2-pending-release#ac9m2st02-p-015","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><text x=""320"" y=""28"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">Favourite game</text><text x=""85"" y=""89"" font-family=""Arial,sans-serif"" font-size=""18"" fill=""#17324d"" text-anchor=""middle"">Catch</text><circle cx=""185"" cy=""83"" r=""13"" fill=""#087fa5""/><circle cx=""228"" cy=""83"" r=""13"" fill=""#087fa5""/><circle cx=""271"" cy=""83"" r=""13"" fill=""#087fa5""/><text x=""85"" y=""154"" font-family=""Arial,sans-serif"" font-size=""18"" fill=""#17324d"" text-anchor=""middle"">Tag</text><circle cx=""185"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""228"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""271"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""314"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""357"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""400"" cy=""148"" r=""13"" fill=""#087fa5""/><text x=""85"" y=""219"" font-family=""Arial,sans-serif"" font-size=""18"" fill=""#17324d"" text-anchor=""middle"">Skip</text><circle cx=""185"" cy=""213"" r=""13"" fill=""#087fa5""/><circle cx=""228"" cy=""213"" r=""13"" fill=""#087fa5""/><circle cx=""195"" cy=""278"" r=""9"" fill=""#087fa5""/><text x=""350"" y=""284"" font-family=""Arial,sans-serif"" font-size=""17"" fill=""#17324d"" text-anchor=""middle"">= 1 vote (key)</text></svg>","multiple-choice",""
"AC9M2ST02","Creating and comparing data representations","practice","AC9M2ST02-P-016","How many votes did Catch and Skip receive together?","A. 9 | B. 5 | C. 8","5","Catch has 3 and Skip has 2; together they have 5. Hint: Use the information in the question and check each step.","Bar graph: Catch 3, Tag 6, Skip 2; count scale 0 to 8 in ones.","/assets/assessment-visuals/year2/math/ac9m2st02.svg?v=20260906-year2-pending-release#ac9m2st02-p-016","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><text x=""320"" y=""25"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"" text-anchor=""middle"">Favourite game</text><text x=""65"" y=""54"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">Count</text><path d=""M105 250L565 250"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""256"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">0</text><path d=""M105 227L565 227"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""233"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">1</text><path d=""M105 204L565 204"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""210"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">2</text><path d=""M105 181L565 181"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""187"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">3</text><path d=""M105 158L565 158"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""164"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">4</text><path d=""M105 135L565 135"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""141"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">5</text><path d=""M105 112L565 112"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""118"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">6</text><path d=""M105 89L565 89"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""95"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">7</text><path d=""M105 66L565 66"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""72"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">8</text><rect x=""140"" y=""181"" width=""80"" height=""69"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""2""/><text x=""180"" y=""280"" font-family=""Arial,sans-serif"" font-size=""17"" fill=""#17324d"" text-anchor=""middle"">Catch</text><rect x=""280"" y=""112"" width=""80"" height=""138"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""2""/><text x=""320"" y=""280"" font-family=""Arial,sans-serif"" font-size=""17"" fill=""#17324d"" text-anchor=""middle"">Tag</text><rect x=""420"" y=""204"" width=""80"" height=""46"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""2""/><text x=""460"" y=""280"" font-family=""Arial,sans-serif"" font-size=""17"" fill=""#17324d"" text-anchor=""middle"">Skip</text></svg>","multiple-choice",""
"AC9M2ST02","Creating and comparing data representations","practice","AC9M2ST02-P-017","A child counts the circle in the key as another vote. What should they do?","A. Count only circles in the category rows | B. Count the title as a vote too | C. Ignore every circle","Count only circles in the category rows","The key explains the symbols; its example is not part of the data. Hint: Use the information in the question and check each step.","Picture graph: Catch 3 circles, Tag 6, Skip 2; one circle is one vote.","/assets/assessment-visuals/year2/math/ac9m2st02.svg?v=20260906-year2-pending-release#ac9m2st02-p-017","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><text x=""320"" y=""28"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">Favourite game</text><text x=""85"" y=""89"" font-family=""Arial,sans-serif"" font-size=""18"" fill=""#17324d"" text-anchor=""middle"">Catch</text><circle cx=""185"" cy=""83"" r=""13"" fill=""#087fa5""/><circle cx=""228"" cy=""83"" r=""13"" fill=""#087fa5""/><circle cx=""271"" cy=""83"" r=""13"" fill=""#087fa5""/><text x=""85"" y=""154"" font-family=""Arial,sans-serif"" font-size=""18"" fill=""#17324d"" text-anchor=""middle"">Tag</text><circle cx=""185"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""228"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""271"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""314"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""357"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""400"" cy=""148"" r=""13"" fill=""#087fa5""/><text x=""85"" y=""219"" font-family=""Arial,sans-serif"" font-size=""18"" fill=""#17324d"" text-anchor=""middle"">Skip</text><circle cx=""185"" cy=""213"" r=""13"" fill=""#087fa5""/><circle cx=""228"" cy=""213"" r=""13"" fill=""#087fa5""/><circle cx=""195"" cy=""278"" r=""9"" fill=""#087fa5""/><text x=""350"" y=""284"" font-family=""Arial,sans-serif"" font-size=""17"" fill=""#17324d"" text-anchor=""middle"">= 1 vote (key)</text></svg>","multiple-choice",""
"AC9M2ST02","Creating and comparing data representations","practice","AC9M2ST02-P-018","Which title matches a graph of children’s votes for Catch, Tag and Skip?","A. Number of rainy days | B. Lengths of pencils | C. Favourite playground game","Favourite playground game","The title should identify the question the data answer. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST02","Creating and comparing data representations","practice","AC9M2ST02-P-019","A digital graph swaps category names but leaves their counts in place. What should you check?","A. That each count remains linked to the correct category | B. Only the graph colour | C. Only the title size","That each count remains linked to the correct category","Correct category-count pairing matters even when software makes the graph. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST02","Creating and comparing data representations","practice","AC9M2ST02-P-020","Does this graph tell us why Tag was chosen most often?","A. Yes; it proves Tag is easiest | B. No; it records how many votes, not the reasons | C. Yes; it tells every child’s reason","No; it records how many votes, not the reasons","The graph shows counts; reasons were not included in these data. Hint: Use the information in the question and check each step.","Bar graph: Catch 3, Tag 6, Skip 2; count scale 0 to 8 in ones.","/assets/assessment-visuals/year2/math/ac9m2st02.svg?v=20260906-year2-pending-release#ac9m2st02-p-020","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><text x=""320"" y=""25"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"" text-anchor=""middle"">Favourite game</text><text x=""65"" y=""54"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">Count</text><path d=""M105 250L565 250"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""256"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">0</text><path d=""M105 227L565 227"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""233"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">1</text><path d=""M105 204L565 204"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""210"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">2</text><path d=""M105 181L565 181"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""187"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">3</text><path d=""M105 158L565 158"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""164"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">4</text><path d=""M105 135L565 135"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""141"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">5</text><path d=""M105 112L565 112"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""118"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">6</text><path d=""M105 89L565 89"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""95"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">7</text><path d=""M105 66L565 66"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""72"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">8</text><rect x=""140"" y=""181"" width=""80"" height=""69"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""2""/><text x=""180"" y=""280"" font-family=""Arial,sans-serif"" font-size=""17"" fill=""#17324d"" text-anchor=""middle"">Catch</text><rect x=""280"" y=""112"" width=""80"" height=""138"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""2""/><text x=""320"" y=""280"" font-family=""Arial,sans-serif"" font-size=""17"" fill=""#17324d"" text-anchor=""middle"">Tag</text><rect x=""420"" y=""204"" width=""80"" height=""46"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""2""/><text x=""460"" y=""280"" font-family=""Arial,sans-serif"" font-size=""17"" fill=""#17324d"" text-anchor=""middle"">Skip</text></svg>","multiple-choice",""
"AC9M2ST02","Creating and comparing data representations","practice","AC9M2ST02-P-021","Two graphs have 11 votes altogether. Must they show the same results for each game?","A. Yes; equal totals prove all counts match | B. Yes; all graphs have equal categories | C. No; the category counts could differ","No; the category counts could differ","The same total can be split among categories in different ways. Hint: Use the information in the question and check each step.","","","","multiple-choice",""
"AC9M2ST02","Creating and comparing data representations","practice","AC9M2ST02-P-022","Use the table to draw a picture graph. Include a title, all three game labels and a one-vote key.","","Catch 3 symbols; Tag 6; Skip 2, with equal-sized symbols and a key meaning one vote each.","Catch 3 symbols; Tag 6; Skip 2, with equal-sized symbols and a key meaning one vote each. Hint: Check all category counts and readable labels, title and key. Accept another consistent symbol.","Table: Catch 3, Tag 6, Skip 2 votes.","/assets/assessment-visuals/year2/math/ac9m2st02.svg?v=20260906-year2-pending-release#ac9m2st02-p-022","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><text x=""320"" y=""30"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"" text-anchor=""middle"">Favourite game</text><rect x=""140"" y=""55"" width=""200"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><rect x=""340"" y=""55"" width=""160"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><text x=""240"" y=""88"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">Choice</text><text x=""420"" y=""88"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">Votes</text><rect x=""140"" y=""108"" width=""200"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><rect x=""340"" y=""108"" width=""160"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><text x=""240"" y=""141"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">Catch</text><text x=""420"" y=""141"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">3</text><rect x=""140"" y=""161"" width=""200"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><rect x=""340"" y=""161"" width=""160"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><text x=""240"" y=""194"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">Tag</text><text x=""420"" y=""194"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">6</text><rect x=""140"" y=""214"" width=""200"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><rect x=""340"" y=""214"" width=""160"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><text x=""240"" y=""247"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">Skip</text><text x=""420"" y=""247"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">2</text></svg>","adult-review","Check all category counts and readable labels, title and key. Accept another consistent symbol."
"AC9M2ST02","Creating and comparing data representations","practice","AC9M2ST02-P-023","Use the table to draw a bar graph, using graphing software with adult help if available. Explain one difference between your bar graph and a picture graph of the same votes.","","Bars at 3, 6 and 2 from zero, labelled Catch, Tag, Skip. Bar heights replace repeated vote symbols.","Bars at 3, 6 and 2 from zero, labelled Catch, Tag, Skip. Bar heights replace repeated vote symbols. Hint: Check uniform scale, shared baseline and correct counts. Paper is acceptable if software is unavailable.","Table: Catch 3, Tag 6, Skip 2 votes.","/assets/assessment-visuals/year2/math/ac9m2st02.svg?v=20260906-year2-pending-release#ac9m2st02-p-023","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><text x=""320"" y=""30"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"" text-anchor=""middle"">Favourite game</text><rect x=""140"" y=""55"" width=""200"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><rect x=""340"" y=""55"" width=""160"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><text x=""240"" y=""88"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">Choice</text><text x=""420"" y=""88"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">Votes</text><rect x=""140"" y=""108"" width=""200"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><rect x=""340"" y=""108"" width=""160"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><text x=""240"" y=""141"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">Catch</text><text x=""420"" y=""141"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">3</text><rect x=""140"" y=""161"" width=""200"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><rect x=""340"" y=""161"" width=""160"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><text x=""240"" y=""194"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">Tag</text><text x=""420"" y=""194"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">6</text><rect x=""140"" y=""214"" width=""200"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><rect x=""340"" y=""214"" width=""160"" height=""53"" fill=""white"" stroke=""#17324d"" stroke-width=""2""/><text x=""240"" y=""247"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">Skip</text><text x=""420"" y=""247"" font-family=""Arial,sans-serif"" font-size=""19"" fill=""#17324d"" text-anchor=""middle"">2</text></svg>","adult-review","Check uniform scale, shared baseline and correct counts. Paper is acceptable if software is unavailable."
"AC9M2ST02","Creating and comparing data representations","practice","AC9M2ST02-P-024","Make a simple count table from this picture graph. State one fact that stays the same in both displays.","","Catch 3, Tag 6, Skip 2. For example, Tag has the most votes in both.","Catch 3, Tag 6, Skip 2. For example, Tag has the most votes in both. Hint: Check every converted count and a true shared fact.","Picture graph: Catch 3 circles, Tag 6, Skip 2; one circle is one vote.","/assets/assessment-visuals/year2/math/ac9m2st02.svg?v=20260906-year2-pending-release#ac9m2st02-p-024","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><text x=""320"" y=""28"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">Favourite game</text><text x=""85"" y=""89"" font-family=""Arial,sans-serif"" font-size=""18"" fill=""#17324d"" text-anchor=""middle"">Catch</text><circle cx=""185"" cy=""83"" r=""13"" fill=""#087fa5""/><circle cx=""228"" cy=""83"" r=""13"" fill=""#087fa5""/><circle cx=""271"" cy=""83"" r=""13"" fill=""#087fa5""/><text x=""85"" y=""154"" font-family=""Arial,sans-serif"" font-size=""18"" fill=""#17324d"" text-anchor=""middle"">Tag</text><circle cx=""185"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""228"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""271"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""314"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""357"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""400"" cy=""148"" r=""13"" fill=""#087fa5""/><text x=""85"" y=""219"" font-family=""Arial,sans-serif"" font-size=""18"" fill=""#17324d"" text-anchor=""middle"">Skip</text><circle cx=""185"" cy=""213"" r=""13"" fill=""#087fa5""/><circle cx=""228"" cy=""213"" r=""13"" fill=""#087fa5""/><circle cx=""195"" cy=""278"" r=""9"" fill=""#087fa5""/><text x=""350"" y=""284"" font-family=""Arial,sans-serif"" font-size=""17"" fill=""#17324d"" text-anchor=""middle"">= 1 vote (key)</text></svg>","adult-review","Check every converted count and a true shared fact."
"AC9M2ST02","Creating and comparing data representations","test","AC9M2ST02-T-001","Which colour received the fewest votes?","A. Red | B. Gold | C. Blue","Blue","Blue has 2; Red and Gold each have 5. Hint: Use the information in the question and check each step.","Bar graph: Red 5, Blue 2, Gold 5; count scale in ones.","/assets/assessment-visuals/year2/math/ac9m2st02.svg?v=20260906-year2-pending-release#ac9m2st02-t-001","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><text x=""320"" y=""25"" font-family=""Arial,sans-serif"" font-size=""22"" fill=""#17324d"" text-anchor=""middle"">Favourite badge colour</text><text x=""65"" y=""54"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">Count</text><path d=""M105 250L565 250"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""256"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">0</text><path d=""M105 227L565 227"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""233"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">1</text><path d=""M105 204L565 204"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""210"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">2</text><path d=""M105 181L565 181"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""187"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">3</text><path d=""M105 158L565 158"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""164"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">4</text><path d=""M105 135L565 135"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""141"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">5</text><path d=""M105 112L565 112"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""118"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">6</text><path d=""M105 89L565 89"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""95"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">7</text><path d=""M105 66L565 66"" fill=""none"" stroke=""#cad6df"" stroke-width=""1""/><text x=""85"" y=""72"" font-family=""Arial,sans-serif"" font-size=""16"" fill=""#17324d"" text-anchor=""middle"">8</text><rect x=""140"" y=""135"" width=""80"" height=""115"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""2""/><text x=""180"" y=""280"" font-family=""Arial,sans-serif"" font-size=""17"" fill=""#17324d"" text-anchor=""middle"">Red</text><rect x=""280"" y=""204"" width=""80"" height=""46"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""2""/><text x=""320"" y=""280"" font-family=""Arial,sans-serif"" font-size=""17"" fill=""#17324d"" text-anchor=""middle"">Blue</text><rect x=""420"" y=""135"" width=""80"" height=""115"" fill=""#83c6ee"" stroke=""#17324d"" stroke-width=""2""/><text x=""460"" y=""280"" font-family=""Arial,sans-serif"" font-size=""17"" fill=""#17324d"" text-anchor=""middle"">Gold</text></svg>","multiple-choice",""
"AC9M2ST02","Creating and comparing data representations","test","AC9M2ST02-T-002","Which statement is supported by the picture graph?","A. Red and Gold have equal votes | B. Blue has the most votes | C. Gold has fewer votes than Red","Red and Gold have equal votes","The Red and Gold rows each contain five vote symbols. Hint: Use the information in the question and check each step.","Picture graph: Red 5 circles, Blue 2, Gold 5; one circle is one vote.","/assets/assessment-visuals/year2/math/ac9m2st02.svg?v=20260906-year2-pending-release#ac9m2st02-t-002","<svg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 640 300"" width=""640"" height=""300""><rect width=""640"" height=""300"" fill=""#f8fbff""/><text x=""320"" y=""28"" font-family=""Arial,sans-serif"" font-size=""21"" fill=""#17324d"" text-anchor=""middle"">Favourite badge colour</text><text x=""85"" y=""89"" font-family=""Arial,sans-serif"" font-size=""18"" fill=""#17324d"" text-anchor=""middle"">Red</text><circle cx=""185"" cy=""83"" r=""13"" fill=""#087fa5""/><circle cx=""228"" cy=""83"" r=""13"" fill=""#087fa5""/><circle cx=""271"" cy=""83"" r=""13"" fill=""#087fa5""/><circle cx=""314"" cy=""83"" r=""13"" fill=""#087fa5""/><circle cx=""357"" cy=""83"" r=""13"" fill=""#087fa5""/><text x=""85"" y=""154"" font-family=""Arial,sans-serif"" font-size=""18"" fill=""#17324d"" text-anchor=""middle"">Blue</text><circle cx=""185"" cy=""148"" r=""13"" fill=""#087fa5""/><circle cx=""228"" cy=""148"" r=""13"" fill=""#087fa5""/><text x=""85"" y=""219"" font-family=""Arial,sans-serif"" font-size=""18"" fill=""#17324d"" text-anchor=""middle"">Gold</text><circle cx=""185"" cy=""213"" r=""13"" fill=""#087fa5""/><circle cx=""228"" cy=""213"" r=""13"" fill=""#087fa5""/><circle cx=""271"" cy=""213"" r=""13"" fill=""#087fa5""/><circle cx=""314"" cy=""213"" r=""13"" fill=""#087fa5""/><circle cx=""357"" cy=""213"" r=""13"" fill=""#087fa5""/><circle cx=""195"" cy=""278"" r=""9"" fill=""#087fa5""/><text x=""350"" y=""284"" font-family=""Arial,sans-serif"" font-size=""17"" fill=""#17324d"" text-anchor=""middle"">= 1 vote (key)</text></svg>","multiple-choice",""
