"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation"
"AC9S2U02","sound produced by vibrations","practice","ac9s2u02-p-023","A drum's skin is still vibrating just after a player lifts the beater away. What is likely?","A. The sound must stop the instant the beater leaves. | B. The drum may keep sounding briefly. | C. The drum can sound only while the beater stays pressed down.","B. The drum may keep sounding briefly.","An object can keep vibrating and sounding after the action that started it."
"AC9S2U02","sound produced by vibrations","practice","ac9s2u02-p-024","A sound maker must produce both a rattle and a twang. Which pair of actions would work?","A. shake a bean shaker and pluck a stretched band | B. shake a bean shaker twice in the same way | C. hold a stretched band still and leave a shaker still","A. shake a bean shaker and pluck a stretched band","Shaking produces impacts and a rattle; plucking a band produces a twang."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-001","A child lightly taps a metal bowl and hears a ringing sound. What motion in the bowl produces it?","A. a whole turn around the table | B. steady movement in one direction | C. quick back-and-forth vibration","C. quick back-and-forth vibration","Sound is produced as the metal vibrates after the tap."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-002","Which instrument is sounded mainly by shaking?","A. a maraca containing beads | B. a guitar with strings | C. a recorder with finger holes","A. a maraca containing beads","Shaking makes the beads strike the inside of the maraca."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-003","To make a sound on a comb, a child runs a card across its teeth. What happens to the teeth?","A. They must break off. | B. They bend slightly and vibrate. | C. They remain completely still.","B. They bend slightly and vibrate.","The card sets the flexible teeth vibrating as it passes over them."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-004","A singer holds one long note. Which part is vibrating to produce the voice?","A. parts of the voice box | B. the teeth alone | C. the outer ears","A. parts of the voice box","Vibrating parts of the voice box produce the voice."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-005","A ringing triangle is touched firmly and its note fades quickly. What changed?","A. Its vibrations became larger. | B. Its metal became softer than cloth. | C. Its vibrations were reduced.","C. Its vibrations were reduced.","Touching the triangle damps, or reduces, its vibrations."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-006","A child's voice is high-pitched but quiet. Which description is possible?","A. a sound that must be loud because it is high | B. a high, soft sound | C. a sound that must be low because it is quiet","B. a high, soft sound","Pitch and loudness are different features; a high sound can be soft."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-007","A video shows a vibrating strip making a low note. A second strip vibrates faster. What pitch should the faster strip make?","A. a lower note | B. a higher note | C. always the same note","B. a higher note","Faster vibrations produce a higher pitch."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-008","A teacher wants two sounds of different loudness from the same cymbal. What should they vary?","A. only the colour of the beater | B. only the order of the pupils listening | C. how gently or firmly it is struck","C. how gently or firmly it is struck","Changing the force of the strike can change vibration size and loudness."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-009","A drum is played more quickly, but every strike is equally gentle. What has definitely changed?","A. the number of beats in the same time | B. the pitch of every beat | C. the loudness of every beat","A. the number of beats in the same time","Playing more quickly changes the rate of beats, not necessarily pitch or loudness."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-010","Small paper pieces on a thin sheet bounce when a nearby speaker plays. No object touches the sheet. Which explanation fits?","A. The pieces move because light reaches them. | B. The sheet must be pulled by an unseen string. | C. Sound energy makes the sheet vibrate.","C. Sound energy makes the sheet vibrate.","Sound can make another object vibrate, moving the pieces resting on it."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-011","Which observation best shows sound affecting an object other than its source?","A. A hand moves while it hits a drum. | B. A thin film vibrates near a sounding speaker. | C. A player carries a silent guitar.","B. A thin film vibrates near a sounding speaker.","The film's response shows sound energy causing another object to vibrate."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-012","A student says a sounding tuning fork is still because its movement is hard to see. What is the best reply?","A. Small, quick vibrations can be hard to see. | B. Every vibration is a large movement. | C. Metal cannot vibrate.","A. Small, quick vibrations can be hard to see.","Not seeing a vibration does not prove that there is none."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-013","A ruler test gives these results: short overhang, high note; medium overhang, middle note; long overhang, low note. Which setting makes the lowest recorded note?","A. long overhang | B. medium overhang | C. short overhang","A. long overhang","The supplied results link the longest overhang with the lowest note."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-014","A plucked string is quiet by the time it has stopped vibrating. Which statement connects the observations?","A. The sound grows as the vibration dies away. | B. The sound fades as the vibration dies away. | C. The string must keep sounding after all vibration stops.","B. The sound fades as the vibration dies away.","The string produces sound while vibrating; its sound fades as the motion dies away."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-015","Which pair uses different actions to produce sound?","A. tapping a drum and tapping a metal bowl | B. plucking one string and plucking another string | C. scraping a ridged block and blowing a whistle","C. scraping a ridged block and blowing a whistle","Scraping and blowing are different actions; each other pair repeats one action."
"AC9S2U02","sound produced by vibrations","test","ac9s2u02-t-016","A class hears a short click from two wooden blocks knocked together. Must a sound last a long time to come from vibrations?","A. No; vibrations can be brief. | B. Yes; short sounds have no vibrations. | C. Yes; only ringing sounds use vibrations.","A. No; vibrations can be brief.","Vibrations can be brief and produce a short sound such as a click."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-001","A straight strip of card is made into a curve without being torn. Which action changed it?","A. breaking | B. stretching | C. bending","C. bending","Bending changes the direction or shape of the strip without separating it into pieces."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-002","A child holds both ends of a cloth strip and turns them in opposite directions. What action is this?","A. twisting | B. flattening | C. cutting","A. twisting","Twisting turns parts of an object around relative to one another."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-003","A rubber band becomes longer as its ends are pulled apart. What action is shown?","A. folding | B. stretching | C. crushing","B. stretching","Stretching increases the band’s length while it is being pulled."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-004","A dry chalk stick snaps into three pieces. Which change has happened?","A. stretching into a longer piece | B. breaking into smaller pieces | C. bending into a loop","B. breaking into smaller pieces","The one stick has separated into smaller pieces of chalk."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-005","A sheet of paper is folded into a fan. What is the fan made of?","A. a new material called fan | B. a different material at each fold | C. paper","C. paper","Folding changes the paper’s shape, not what material it is."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-006","A ball of modelling clay is pressed flat. Which description is correct?","A. Its shape changes; it is still clay. | B. Its material changes; its shape stays the same. | C. Its shape and material must both stay the same.","A. Its shape changes; it is still clay.","Pressing changes the shape while the material remains clay."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-007","One piece of foil is crumpled into a ball. What has changed?","A. the kind of metal it is | B. the number of materials it contains | C. its shape","C. its shape","Crumpling changes the foil’s shape without making a new material."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-008","A cracker is broken into crumbs. What are the crumbs?","A. a new material made by breaking | B. smaller pieces of the cracker | C. the same-sized cracker as before","B. smaller pieces of the cracker","Breaking changes the size and number of pieces, not the material they are made from."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-009","Which action could make a straight, soft wire into a hook without cutting it?","A. bending it | B. breaking it into short pieces | C. stretching a rubber band beside it","A. bending it","Bending the wire can make a hook while keeping it in one piece."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-010","A ribbon needs a spiral shape. Which action should a child try?","A. twist it | B. cut it into squares | C. press it flat without turning it","A. twist it","Twisting turns the ribbon along its length to form a spiral."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-011","A whole sheet of paper becomes four separate rectangles after cutting. What stayed the same?","A. the number of pieces | B. the size of each piece | C. the material of the pieces","C. the material of the pieces","Cutting changes size and number of pieces, but each piece remains paper."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-012","A rubber band is gently stretched and then released. It returns to its earlier length. What does this show?","A. Every stretched material stays longer. | B. This shape change can be undone. | C. Stretching always makes a new material.","B. This shape change can be undone.","This band returns to its earlier shape when the pull is removed."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-013","A sheet of paper has been torn. Placing its pieces together does not make them join by themselves. Is it still a physical change?","A. Yes; the pieces are still paper. | B. No; all physical changes undo themselves. | C. No; torn paper is a new material.","A. Yes; the pieces are still paper.","A physical change need not be easy to undo; the paper remains the same material."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-014","A sponge is squeezed, then springs back. Which record describes what happened?","A. more pieces while squeezed, fewer pieces when released | B. thinner while squeezed, thicker again when released | C. a new material while squeezed, sponge again when released","B. thinner while squeezed, thicker again when released","Squeezing changes the sponge’s shape temporarily."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-015","Two equal clay balls are used. One stays round; the other is rolled into a long rope. None is lost. Which statement is correct?","A. The longer shape must contain more clay. | B. The round shape must contain more clay. | C. They still contain the same amount of clay.","C. They still contain the same amount of clay.","Changing shape does not add or remove clay."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-016","A child bends a plastic ruler gently, then lets go. It straightens. Which pair describes the action and result?","A. breaking; separate pieces | B. twisting; a permanent spiral | C. bending; a temporary curve","C. bending; a temporary curve","The ruler curves under the bend and returns when released."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-017","A test record says: fabric strip, twists easily; wooden block, does not twist by hand. Which item should be chosen for a twisted decoration?","A. the fabric strip | B. the wooden block | C. either, because all materials twist equally","A. the fabric strip","The observed fabric strip can be twisted for the intended shape."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-018","In a gentle pull test, an elastic strip gets longer but a cotton string shows no clear change. What do the results show?","A. Every material stretches equally. | B. These two items respond differently to the pull. | C. The string must have changed into another material.","B. These two items respond differently to the pull.","Different items can change by different amounts under similar actions."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-019","A thin card strip bends into an arch. A thick card block stays straight under the same gentle push. What could explain the difference?","A. Card can never bend. | B. The pieces have different thicknesses. | C. The thin strip has stopped being card.","B. The pieces have different thicknesses.","The form and thickness of an item can affect how easily it bends."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-020","A clay piece is first stretched into a rope, then twisted. Which order describes the changes?","A. longer, then twisted | B. smaller separate pieces, then flat | C. twisted, then longer","A. longer, then twisted","Stretching makes the rope longer before twisting changes its form."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-021","A strip of paper is twisted. A second strip is torn in half. Which result belongs only to the torn strip?","A. It is still made of paper. | B. Its appearance changes. | C. It becomes two separate pieces.","C. It becomes two separate pieces.","Both actions change appearance, but tearing separates the strip into pieces."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-022","A child says, 'If an object's shape changes, its material must change too.' Which example shows this is wrong?","A. A pencil is replaced with a rubber. | B. A bent metal paperclip is still metal. | C. A wooden block is swapped for a clay ball.","B. A bent metal paperclip is still metal.","The paperclip changes shape while remaining the same material."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-023","A cardboard tube is cut lengthways and opened into a sheet. Which statement is supported?","A. It has become plastic because it is flat. | B. No change occurred because it is still cardboard. | C. It has a different shape but is still cardboard.","C. It has a different shape but is still cardboard.","A physical change can alter shape without changing material."
"AC9S2U03","physical changes to materials","practice","ac9s2u03-p-024","A child wants smaller pieces of a modelling-clay rope. Which action achieves that while keeping the material the same?","A. break it into sections | B. bend the whole rope into a circle | C. twist the whole rope into a spiral","A. break it into sections","Breaking separates the clay into smaller pieces; bending or twisting alone keeps it together."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-001","A soft plastic straw is curved at its flexible joint. Which action is used?","A. tearing | B. bending | C. stretching","B. bending","Bending makes the straw curve without making separate pieces."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-002","The ends of a soft clay rope are turned in opposite directions. Which action is used?","A. cutting | B. flattening | C. twisting","C. twisting","Turning the ends in opposite directions twists the rope."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-003","A piece of stretchy fabric is pulled so that it becomes wider. Which action changes its size?","A. stretching | B. breaking | C. folding","A. stretching","Pulling the fabric wider stretches it."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-004","A biscuit is divided into small pieces by snapping it. What happened to its material?","A. It changes into a new material. | B. It disappears because the pieces are smaller. | C. It remains biscuit in smaller pieces.","C. It remains biscuit in smaller pieces.","Snapping changes the size and number of pieces, not their material."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-005","A foil sheet is bent around a cardboard model. Which label still describes the foil?","A. a new material made by bending | B. metal foil with a changed shape | C. cardboard because it touches cardboard","B. metal foil with a changed shape","Bending the foil does not turn it into the material it covers."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-006","A clay cube is reshaped into a bowl without adding or losing clay. Which is correct?","A. The shape differs; the amount of clay is the same. | B. The bowl must contain more clay because it has a hollow. | C. The clay has become a different material.","A. The shape differs; the amount of clay is the same.","Reshaping changes how the same amount of clay is arranged."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-007","A test shows a rubber strip becomes longer when pulled, while a paper strip tears. Which conclusion fits?","A. The same kind of action can have different effects on different items. | B. Pulling always stretches an item without breaking it. | C. Only the rubber strip changed.","A. The same kind of action can have different effects on different items.","The pull stretches one item and breaks the other."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-008","One thin wooden stick snaps when bent. A flexible plastic strip curves instead. What should a child conclude?","A. Every item becomes flexible when bent. | B. Not every item bends without breaking. | C. Wood and plastic have become the same material.","B. Not every item bends without breaking.","The different outcomes show that some items break under bending."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-009","A cotton cloth is twisted tightly. What remains unchanged by the twisting?","A. the arrangement of its folds | B. the shape of the cloth | C. the material it is made from","C. the material it is made from","Twisting changes the cloth’s shape, but it remains cotton cloth."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-010","Which result best shows breaking rather than bending?","A. one card strip becomes a curve | B. one chalk stick becomes two separate pieces | C. one wire becomes a hook","B. one chalk stick becomes two separate pieces","Breaking separates an item; bending can change its shape while it stays whole."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-011","A flat piece of modelling clay is rolled back into a ball. What does this demonstrate?","A. Some shape changes can be undone. | B. All physical changes happen by breaking. | C. Rolling makes clay a new material.","A. Some shape changes can be undone.","Soft clay can be reshaped, so this change of shape can be reversed."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-012","Paper strips are cut into tiny squares that cannot easily be made into the original sheet. Why is this still a physical change?","A. The squares are smaller, so they must be a new material. | B. Only changes that undo themselves are physical. | C. The squares are still paper.","C. The squares are still paper.","Difficulty undoing a change does not mean a new material was made."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-013","A craft needs one long twisted strip, not separate pieces. Which instruction fits?","A. Cut across the strip several times. | B. Tear the strip into short lengths. | C. Turn the two ends in opposite directions.","C. Turn the two ends in opposite directions.","Turning the ends twists the strip while keeping it together."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-014","A sponge and a stone are pressed gently. The sponge flattens; the stone has no visible change. Which statement matches?","A. The two items respond differently to pressing. | B. Both items must have changed material. | C. Neither item changed shape.","A. The two items respond differently to pressing.","The sponge changes shape while the stone shows no visible change in this test."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-015","Two pieces of the same clay start as equal balls. One is flattened and cut into four parts. All parts are kept. Which comparison is correct?","A. Each small part contains as much clay as the other ball. | B. The four parts together contain as much clay as the other ball. | C. The four parts together must contain less clay.","B. The four parts together contain as much clay as the other ball.","No clay was added or lost, even though shape and number of pieces changed."
"AC9S2U03","physical changes to materials","test","ac9s2u03-t-016","Which before-and-after pair shows a change to one material rather than replacing it with another item?","A. a paper cup, then a different glass cup | B. a straight wire, then the same wire bent into a loop | C. a wooden spoon, then a different metal spoon","B. a straight wire, then the same wire bent into a loop","Bending changes the same wire; the other examples swap objects."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-001","A gardener feels that the soil is dry before deciding to water. How is science helping?","A. An observation guides plant care. | B. A favourite colour decides the amount of water. | C. Water is added without checking the plant.","A. An observation guides plant care.","Checking soil gives information that helps the gardener decide what to do."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-002","A family compares two fabrics. Water passes through one but rolls off the other. Which should they choose for a rain cover?","A. the fabric that lets water pass through | B. the fabric that sheds water | C. whichever fabric has the brightest colour","B. the fabric that sheds water","Testing how the fabrics handle water helps the family choose a useful cover."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-003","A drummer wants a quieter sound for a small room. Which knowledge helps?","A. Faster beats always make softer sounds. | B. A darker drum always makes softer sounds. | C. Gentler taps usually make softer sounds.","C. Gentler taps usually make softer sounds.","Knowledge about the effect of striking force helps the drummer control loudness."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-004","A builder tests a roof model with water before using the design. Why is the test useful?","A. It proves no building will ever leak. | B. It tells which colour everyone prefers. | C. It can reveal where water leaks through.","C. It can reveal where water leaks through.","A practical test gives evidence that can improve a design."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-005","A parent puts cold groceries in a cool bag for the trip home. Which property makes the bag useful?","A. It makes the outside air colder. | B. It slows heat entering from warm surroundings. | C. It changes every food into ice.","B. It slows heat entering from warm surroundings.","The bag slows heat transfer, helping the groceries stay cool."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-006","A gardener's records show seedlings near the bright window grew better than those in a dark corner. Where should similar new seedlings be placed?","A. near the bright window | B. in the dark corner | C. in either spot because the records do not matter","A. near the bright window","The gardener uses earlier growth observations to choose a suitable place."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-007","A path has become slippery after rain several times. Rain is falling again. What should a walker predict?","A. The path must stay dry this time. | B. The path may be slippery again. | C. Every nearby path will feel exactly the same.","B. The path may be slippery again.","Past observations support a cautious prediction about this path."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-008","Three tests show this paper towel soaks up more water than this plastic sheet. Which should a child choose to wipe a spill?","A. the paper towel | B. the plastic sheet | C. either because they absorbed equally","A. the paper towel","The repeated results help the child choose the material that absorbs water."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-009","A farmer studies rainfall records before planning when to water a crop. What is the purpose?","A. to decide which month has the nicest name | B. to make future rain certain | C. to use weather patterns to plan watering","C. to use weather patterns to plan watering","Rainfall records provide evidence for planning, though future weather is not guaranteed."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-010","A child says, 'I predict the ice will melt because it melted in this warm room before.' What supports the prediction?","A. a wish for a cold drink | B. the colour of the ice tray | C. a previous observation in similar conditions","C. a previous observation in similar conditions","A scientific prediction uses relevant experience or evidence."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-011","A school records that this metal slide feels hotter in sun than in shade. How can staff use the finding?","A. Provide shade and check the slide before play. | B. Assume every sunny surface is safe. | C. Choose play times only by the slide's colour.","A. Provide shade and check the slide before play.","Observations about heating help staff make safer decisions."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-012","A tailor needs cloth that stretches for a sleeve cuff. What would help them choose?","A. count the letters in the fabric names | B. compare how sample fabrics stretch | C. choose the first fabric without checking","B. compare how sample fabrics stretch","Testing samples gives evidence about which cloth suits the purpose."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-013","A musician finds that shortening a string's vibrating part makes a higher note. How can this pattern help?","A. It helps the musician choose notes. | B. It tells the musician which stage colour to choose. | C. It means every string must play the same note.","A. It helps the musician choose notes.","The musician uses the link between vibrating length and pitch to control sound."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-014","A weather forecaster uses cloud, wind and rain records. What are these records used for?","A. choosing favourite weather | B. making the same weather happen every day | C. predicting likely weather","C. predicting likely weather","Recorded observations help forecasters make evidence-based predictions."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-015","A gardener's diary says: soil under mulch stayed damp longer on several hot days. What is a reasonable prediction for another similar day?","A. Mulched soil will never need water. | B. Mulched soil may stay damp longer again. | C. Uncovered soil must stay wetter.","B. Mulched soil may stay damp longer again.","The repeated pattern supports a likely result, not a promise that watering is never needed."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-016","A child uses a tested folding method to make a paper box. How is scientific knowledge useful?","A. It proves paper becomes a new material when folded. | B. It helps change the paper's shape for a purpose. | C. It means the box will hold any weight.","B. It helps change the paper's shape for a purpose.","Knowing how paper responds to folding helps make a useful shape."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-017","A playground team tries two surfaces. In several tests, one becomes less slippery when wet. Which evidence should guide the surface choice?","A. the order the samples arrived | B. the longest surface name | C. the repeated wet-surface test results","C. the repeated wet-surface test results","Relevant repeated tests help people choose materials for daily use."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-018","A gardener plans to move a plant into stronger light because similar plants grew well there. Which sentence is a prediction?","A. The plant may grow better in the brighter place. | B. I moved the pot this morning. | C. The pot has a crack.","A. The plant may grow better in the brighter place.","A prediction states a possible future result supported here by earlier plant growth."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-019","Some First Nations Australians use knowledge of star patterns to help find their way. What daily need does this knowledge support?","A. choosing the loudest instrument | B. measuring how much cloth stretches | C. navigation during journeys","C. navigation during journeys","Knowledge of the sky can help people navigate across land and sea."
"AC9S2H01","science in daily life and evidence-based predictions","practice","ac9s2h01-p-020","An astronomer studies many records of a comet's visits. What might a repeating pattern help predict?","A. which colour telescope people will buy | B. when the comet may appear again | C. the weather in every town that night","B. when the comet may appear again","Past appearances can help astronomers predict a future appearance."
