"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation"
"AC9S2U01","Earth, space and observable sky patterns","practice","ac9s2u01-p-022","On three clear days a pole's shadow was shortest near midday. What is a sensible prediction for the next clear day?","A. It will probably be longest near midday. | B. It will probably be shortest near midday again. | C. It will stay the same length all day.","B. It will probably be shortest near midday again.","The repeated observations support the same pattern happening again."
"AC9S2U01","Earth, space and observable sky patterns","practice","ac9s2u01-p-025","A sky guide lists the planets in order from the Sun: Mercury, Venus, Earth, Mars. Which listed planet is just after Earth?","A. Venus | B. Mercury | C. Mars","C. Mars","Mars comes immediately after Earth in the supplied order."
"AC9S2U01","Earth, space and observable sky patterns","practice","ac9s2u01-p-027","Why are many stars easier to see in a clear night sky than in a daytime sky?","A. The night sky is darker. | B. The stars only begin to exist at night. | C. Every star moves closer to Earth at night.","A. The night sky is darker.","The bright daytime sky makes most other stars hard to see."
"AC9S2U01","Earth, space and observable sky patterns","practice","ac9s2u01-p-031","A space model shows Earth as a ball. Which feature does this represent?","A. Earth's flat surface with four corners | B. Earth's roughly round shape | C. Earth's ring-shaped surface","B. Earth's roughly round shape","Earth is roughly ball-shaped."
"AC9S2U01","Earth, space and observable sky patterns","practice","ac9s2u01-p-034","A fixed pole's shadows measure 6 blocks at 9 am, 3 blocks at 11 am and 2 blocks at 1 pm. When was the shortest recorded shadow?","A. 9 am | B. 11 am | C. 1 pm","C. 1 pm","Two blocks is the shortest of the three recorded lengths."
"AC9S2U01","Earth, space and observable sky patterns","practice","ac9s2u01-p-037","In two night photos, three stars still form a triangle but appear above different parts of a roof. What stayed similar?","A. the triangle pattern | B. the triangle's position above the roof | C. the time shown on the photos","A. the triangle pattern","The group's pattern stays recognisable even though its apparent position changes."
"AC9S2U01","Earth, space and observable sky patterns","practice","ac9s2u01-p-039","A child sees a bright point in the night sky. Is brightness alone enough to decide whether it is a star or a planet?","A. Yes; every bright point is a star. | B. No; a sky guide or more information is needed. | C. Yes; every bright point is a planet.","B. No; a sky guide or more information is needed.","Both stars and planets can appear as bright points."
"AC9S2U01","Earth, space and observable sky patterns","practice","ac9s2u01-p-041","A chart shows Mars beside a star one week and farther from that star later. What does this show?","A. Mars changed into a star. | B. Mars left the solar system. | C. Mars changed position compared with the star.","C. Mars changed position compared with the star.","The chart tracks the planet's changing position against the stars."
"AC9S2U01","Earth, space and observable sky patterns","practice","ac9s2u01-p-042","A camera stays still. Its night photos show stars above the left side of a roof, then above the middle. What is observed?","A. The stars' apparent positions changed. | B. The stars stayed above the same part of the roof. | C. The roof was not a useful landmark.","A. The stars' apparent positions changed.","The fixed camera and roof allow the positions to be compared."
"AC9S2U01","Earth, space and observable sky patterns","practice","ac9s2u01-p-045","From the same window, the Moon appears higher at 8 pm than at 7 pm. Which prediction needs more observations before we accept it?","A. Its position changed between 7 pm and 8 pm. | B. The Moon will keep getting higher all night. | C. It was higher at 8 pm than at 7 pm.","B. The Moon will keep getting higher all night.","Two observations show one change; they do not show what happens for the whole night."
"AC9S2U01","Earth, space and observable sky patterns","practice","ac9s2u01-p-048","From one spot a tree hides a planet. From a nearby clear spot it is visible. What does this support?","A. The planet was absent from space at the first spot. | B. Planets can only be seen beside trees. | C. The tree blocked the first view.","C. The tree blocked the first view.","Changing the viewing spot can reveal an object hidden by a nearby tree."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-001","Which pair contains two planets?","A. Earth and the Sun | B. Earth and Mars | C. the Sun and the Moon","B. Earth and Mars","Earth and Mars are planets; the Sun is a star and the Moon travels around Earth."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-002","A fixed fence post has shadows pointing in different directions at two times. Which sky change is linked to this?","A. the Moon's changing visible shape | B. the number of visible stars | C. the Sun's changing apparent position","C. the Sun's changing apparent position","A shadow's direction changes with the Sun's apparent position."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-003","A card says 'Our home is a planet in the solar system.' Which name completes it?","A. Earth | B. the Moon | C. the Sun","A. Earth","Earth is the planet where we live."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-004","Over several weeks, Moon records show a crescent, a half-lit shape and a round shape. Which feature is being compared?","A. the Moon's distance above a roof | B. the shape of the lit part we see | C. the number of stars beside it","B. the shape of the lit part we see","These descriptions compare the Moon's visible lit shape."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-005","Sam wants to compare a star group's position over one evening. Which plan is best?","A. Draw it once and leave out the time. | B. Use a new viewing spot for every drawing and omit landmarks. | C. Record times and draw it above the same roof from the same spot.","C. Record times and draw it above the same roof from the same spot.","Timed records with a fixed viewpoint and landmark help compare positions."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-006","A teacher's photos show the Sun low early in the morning and higher later that morning. Which statement matches?","A. The Sun's apparent height increased. | B. The Sun's apparent height stayed the same. | C. The Sun's apparent height decreased.","A. The Sun's apparent height increased.","The later photo shows the Sun higher in the sky."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-007","A daytime photo shows the Moon above a school. What does it show?","A. The Moon must be visible every afternoon. | B. The Moon can sometimes be seen during the day. | C. The Moon is another star.","B. The Moon can sometimes be seen during the day.","One photo supports daytime visibility, not visibility every day."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-008","A model uses a ball for Earth. Which feature of Earth does the ball best represent?","A. its exact size | B. its exact distance from the Sun | C. its roughly round shape","C. its roughly round shape","A ball can represent Earth's shape without being its real size."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-009","A post's shadow measures 7 tiles at 8 am, 2 tiles near midday and 5 tiles at 4 pm. Which pattern is recorded?","A. shorter, then longer | B. longer, then shorter | C. the same length each time","A. shorter, then longer","The length falls from 7 to 2 tiles, then rises to 5 tiles."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-010","Which record best tracks a daily Sun pattern safely?","A. A list of planet names. | B. Timed drawings of a fixed tree's shadow. | C. One drawing of the Moon's shape.","B. Timed drawings of a fixed tree's shadow.","Timed shadow drawings provide evidence of the Sun's changing apparent position."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-011","A guide lists Mercury, Venus, Earth and Mars in order from the Sun. Which is third in this list?","A. Venus | B. Mars | C. Earth","C. Earth","Earth is third in the supplied order."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-012","Which label belongs with the Sun?","A. star | B. planet | C. Earth's moon","A. star","The Sun is the star in our solar system."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-013","A child could not measure a shadow under thick clouds. Which conclusion is justified?","A. The shadow must have been zero tiles long. | B. There was no clear shadow to measure then. | C. The Sun had stopped giving light.","B. There was no clear shadow to measure then.","An unclear shadow does not provide a reliable length measurement."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-014","In fixed-camera photos, a star group keeps its shape but moves from above a shed to above a tree. What changed?","A. the shape of the star group | B. the camera's location | C. its apparent position compared with landmarks","C. its apparent position compared with landmarks","The fixed-camera observations show a change relative to the shed and tree."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-015","A planet is left of a marked star on one date and right of it on a later date. What can the class conclude?","A. Its position compared with that star changed. | B. It stayed in the same position beside that star. | C. It changed from a planet into a star.","A. Its position compared with that star changed.","The dated records show different positions relative to the marked star."
"AC9S2U01","Earth, space and observable sky patterns","test","ac9s2u01-t-016","A clear-night record shows many stars; a daytime record shows none except the Sun. Which explanation fits?","A. All other stars leave space during daytime. | B. The bright daytime sky makes most other stars hard to see. | C. The Moon makes new stars each evening.","B. The bright daytime sky makes most other stars hard to see.","Other stars are still there, but most are hidden by the bright daytime sky."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-001","A tray holds a foil strip, a paper strip and a clay lump. In a gentle test, the foil and paper bend but the clay breaks. Which group fits the results?","A. Bends: foil and paper; breaks: clay | B. Bends: foil and clay; breaks: paper | C. Bends: paper only; breaks: foil and clay","A. Bends: foil and paper; breaks: clay","Group the objects by the recorded test result, rather than what they usually do."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-002","Three sounds are recorded as quiet, loud and medium. Which order goes from quietest to loudest?","A. Loud, medium, quiet | B. Quiet, medium, loud | C. Medium, quiet, loud","B. Quiet, medium, loud","The middle sound belongs between the quiet and loud sounds."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-003","A shadow table has headings 'Time' and 'Length in blocks'. Where does '10 am' belong?","A. In the Length in blocks column | B. In both columns | C. In the Time column","C. In the Time column","10 am records when the observation was made, not its length."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-004","A class counts 4 soft sounds and 2 loud sounds. A model uses one counter for each sound. Which model matches?","A. 4 counters labelled soft; 2 labelled loud | B. 2 counters labelled soft; 4 labelled loud | C. 4 counters in each group","A. 4 counters labelled soft; 2 labelled loud","Each counter represents one recorded sound, so both labels and counts must match."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-005","Shadow records say 3 pm: 5 blocks; 9 am: 7 blocks; noon: 2 blocks. Put the records in time order.","A. Noon: 2; 3 pm: 5; 9 am: 7 | B. 9 am: 7; noon: 2; 3 pm: 5 | C. 9 am: 7; 3 pm: 5; noon: 2","B. 9 am: 7; noon: 2; 3 pm: 5","Order by observation time when making a daily sequence, even if the lengths do not increase."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-006","Four equal paper strips stretch by 0, 2, 1 and 3 blocks in a supplied record. Which order shows least to greatest stretch?","A. 3, 2, 1, 0 blocks | B. 1, 0, 2, 3 blocks | C. 0, 1, 2, 3 blocks","C. 0, 1, 2, 3 blocks","Zero means no measured stretch and belongs before the positive amounts."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-007","A table says 'Rubber band: stretched; string: did not stretch'. Which picture would represent the results best?","A. A longer band and unchanged string, with before-and-after labels | B. Both objects longer, with before-and-after labels | C. Both objects unchanged, with before-and-after labels","A. A longer band and unchanged string, with before-and-after labels","A before-and-after model must show a change only where the record reports one."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-008","A supplied table has columns 'Object' and 'Sound-making action'. Which row is in the right order?","A. Striking — drum | B. Drum — striking | C. Drum — loud","B. Drum — striking","The first cell names the object; the second names the action, not the sound's loudness."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-009","Two pupils build counter rows for 3 taps and 5 taps. Which rule makes their rows easy to compare?","A. Use larger counters for the row with fewer taps | B. Leave bigger gaps in the shorter row | C. Use equal-sized counters, one per tap","C. Use equal-sized counters, one per tap","Equal units and spacing allow the row lengths to represent the numbers fairly."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-010","A group labels boxes 'Changed shape' and 'Did not change shape'. After a test, a sponge is squashed. Where does its result card go?","A. Changed shape | B. Did not change shape | C. Both boxes","A. Changed shape","The result is a shape change, so it belongs in the first group for this test."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-011","A Moon diary has dated pictures from Tuesday, Thursday and Wednesday. Which order shows time passing?","A. Thursday, Wednesday, Tuesday | B. Tuesday, Wednesday, Thursday | C. Wednesday, Tuesday, Thursday","B. Tuesday, Wednesday, Thursday","Date order lets a reader follow changes across successive observations."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-012","A table records 2 plucked sounds, 5 tapped sounds and 3 shaken sounds. Which action has the largest recorded group?","A. Plucking | B. Shaking | C. Tapping","C. Tapping","Five tapped sounds is more than either two or three."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-013","A chart uses one square for each block of shadow length. The table says 6 blocks, but the chart has 4 squares. What correction is needed?","A. Add 2 squares to that row | B. Remove 2 squares from that row | C. Change the label to 4 blocks","A. Add 2 squares to that row","Correct the model to match the recorded evidence instead of changing the evidence."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-014","A model sorts objects into 'Rolled' and 'Slid'. One object did both in the test. What is a useful change?","A. Leave the object out of the results | B. Add a 'Rolled and slid' group | C. Put it only in 'Rolled' and hide its sliding result","B. Add a 'Rolled and slid' group","A third group preserves both observations rather than discarding part of the evidence."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-015","A table shows Monday: 1 cloud observation; Tuesday: 3; Wednesday: 3. Which pattern does it show?","A. The count increases every day | B. Monday has the greatest count | C. Tuesday and Wednesday have the same count","C. Tuesday and Wednesday have the same count","The last two values are equal, so the count does not rise on every day."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-016","Three sound recordings are labelled 'high', 'low' and 'middle' pitch. Which sequence goes from lowest to highest?","A. Low, middle, high | B. High, middle, low | C. Middle, low, high","A. Low, middle, high","Pitch can be ordered from a low sound through a middle sound to a high sound."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-017","A class draws a ball for Earth and a smaller ball for the Moon. Which label explains what the two balls represent?","A. Actual Earth and Moon sizes | B. Earth and Moon model | C. Number of stars counted","B. Earth and Moon model","The objects stand for Earth and the Moon; the drawing alone does not establish actual sizes."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-018","A table heading says 'Shadow length'. Its cells contain 2, 4 and 6. What should be added to make the measurements clear?","A. The favourite colour of each observer | B. A new total that replaces the measurements | C. The unit used, such as blocks","C. The unit used, such as blocks","A number needs a unit so readers know what was measured and can interpret the values."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-019","A picture chart has 3 symbols for soft taps and 3 for loud taps. One symbol means one tap. Which sentence matches?","A. The two tap groups have equal counts | B. Loud taps were counted more often | C. Soft taps were counted fewer times","A. The two tap groups have equal counts","Equal numbers of symbols represent equal counts when the key is the same."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-020","A table records 'not observed' for a cloudy night. How should a timeline show this?","A. Draw a Moon shape guessed from another night | B. Keep the date and label it 'not observed' | C. Remove the date so every night looks observed","B. Keep the date and label it 'not observed'","A visible gap preserves the difference between missing information and an actual observation."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-021","Use counters to show this record: 3 tapped sounds, 1 scraped sound and 2 shaken sounds. Make labelled groups, with one counter per sound.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Three labelled groups containing 3, 1 and 2 counters respectively.","Adult check: observe the model. Accept drawings or safe objects instead of counters. Each label must match its group, and each counter must represent one sound. Check all three counts."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-022","Copy a table with headings 'Time' and 'Shadow length in blocks'. Add these records in time order: noon, 2 blocks; 9 am, 6 blocks; 3 pm, 4 blocks.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Time | Shadow length in blocks: 9 am | 6; noon | 2; 3 pm | 4.","Adult check: accept spoken placement with an adult scribe. Check both column meanings, accurate lengths and chronological order. Do not require the lengths to increase."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-023","Sort these result cards into labelled groups: foil bent; paper bent; chalk broke; sponge squashed. Choose labels that keep each result clear.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","For example: Bent—foil and paper; Broke—chalk; Squashed—sponge.","Adult check: accept other clear groupings that preserve every recorded result, including subgroups under 'changed shape'. All four cards must be placed, and the child must explain the grouping rule."
"AC9S2I04","Sorting, ordering and representing data","practice","ac9s2i04-p-024","Make a drawing or object model of this pattern: a post's shadow is long in the morning, short near midday and long in the afternoon. Label the three times.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","A labelled sequence showing long, short, long shadows for morning, midday and afternoon.","Adult check: check the time sequence and relative shadow lengths. Exact size and direction are not specified and should not be marked. Accept a physical model with spoken labels."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-001","A record says: foil twisted; clay twisted; wooden block unchanged. Which sorting rule puts foil and clay together?","A. Whether the object is made of wood | B. Whether the object was unchanged | C. Whether the shape changed in the test","C. Whether the shape changed in the test","Both recorded results involve a changed shape, whereas the block did not change."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-002","Four recordings last 2, 5, 1 and 3 claps of time. Which order is shortest to longest?","A. 1, 2, 3, 5 | B. 5, 3, 2, 1 | C. 2, 1, 3, 5","A. 1, 2, 3, 5","Ordering the recorded counts from least to greatest orders these durations."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-003","A results table has columns 'Material' and 'What happened when bent'. Which row fits?","A. Folded — card | B. Card — folded | C. Card — Tuesday","B. Card — folded","The material belongs first, followed by the observed result of bending."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-004","A key says each dot stands for one shake. How many dots show 5 shakes?","A. 1 dot | B. 10 dots | C. 5 dots","C. 5 dots","With one dot per shake, five shakes require five dots."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-005","Night photos are labelled 8 pm, 6 pm and 7 pm on the same date. Which arrangement shows the observation sequence?","A. 6 pm, 7 pm, 8 pm | B. 8 pm, 7 pm, 6 pm | C. 7 pm, 6 pm, 8 pm","A. 6 pm, 7 pm, 8 pm","Arrange times from earliest to latest to show the observed sequence."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-006","A chart should show 2 short sounds and 4 long sounds. Which model is accurate when each counter means one sound?","A. 4 counters for short and 2 for long | B. 2 counters for short and 4 for long | C. 2 counters for short and 2 for long","B. 2 counters for short and 4 for long","The counts and labels must both match the record."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-007","One group counts 4 bends; another counts 4 twists. Their equal-unit counter rows should have which feature?","A. More counters for bends | B. More counters for twists | C. The same number of counters","C. The same number of counters","The two recorded counts are equal, so the representations need equal counts."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-008","A table records clay before pressing: tall; after pressing: flat. Which model best represents the change?","A. A tall clay shape followed by a flat clay shape | B. Two equally tall clay shapes | C. A flat clay shape followed by a tall clay shape","A. A tall clay shape followed by a flat clay shape","Before-and-after order matters: the recorded shape changed from tall to flat."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-009","A table shows 9 am: 8 blocks, noon: 3 blocks, 3 pm: 6 blocks. Which description summarises the lengths?","A. Longer at every later time | B. Shorter at noon, then longer at 3 pm | C. Exactly the same at all three times","B. Shorter at noon, then longer at 3 pm","The values decrease from 8 to 3 and then increase to 6."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-010","A class sorts observation cards by 'Sound' and 'Shape'. Which card belongs in Sound?","A. A tube became flatter | B. A strip curled at the end | C. A bell rang softly","C. A bell rang softly","Ringing softly describes a sound; the other cards describe shapes."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-011","A symbol chart shows two triangles, but its key is missing. What is needed before you know the recorded count?","A. How many observations each triangle represents | B. Which pupil likes triangles best | C. Whether triangles have three sides","A. How many observations each triangle represents","A symbol may stand for one or several observations, so its key is essential."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-012","A row label says 'Number of taps', but the cells say loud, quiet and loud. Which heading matches those entries?","A. Number of people | B. Loudness of taps | C. Length in blocks","B. Loudness of taps","Loud and quiet describe loudness, rather than a numerical count."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-013","A sky table has a blank for Friday because no record was made. Which action keeps the information accurate?","A. Copy Thursday's result into Friday | B. Write zero stars as Friday's result | C. Label Friday 'no observation recorded'","C. Label Friday 'no observation recorded'","No record is different from observing zero objects."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-014","A table says 1 smooth object and 3 rough objects. A picture chart shows the rough group larger. Which detail is still needed to check its counts?","A. A key and countable symbols | B. A brighter page background | C. A title saying 'Science is fun'","A. A key and countable symbols","A key and visible symbols let the reader check whether the chart shows one and three."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-015","Draw a table with headings 'Action' and 'Number of sounds'. Record 2 scrapes, 4 taps and 1 pluck. Then point to the largest group.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Scrape | 2; Tap | 4; Pluck | 1. Taps form the largest group.","Adult check: check clear column meanings, all three accurate entries and identification of taps. Accept an adult scribe recording the child's dictated entries."
"AC9S2I04","Sorting, ordering and representing data","test","ac9s2i04-t-016","Arrange these cards in time order and make a simple drawing of the pattern: evening—long shadow; morning—long shadow; midday—short shadow.","Adult review — spoken, written or practical response; see explanation for acceptance criteria.","Morning—long; midday—short; evening—long, represented with matching shadow lengths.","Adult check: require correct time order and a long-short-long representation. Labels may be spoken. Do not assess direction or precise measurements because the cards do not give them."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-001","A prediction says, 'The sponge will spring back after squeezing.' The sponge returns to its earlier shape. How do the result and prediction compare?","A. The observation is opposite to the prediction | B. The observation supports the prediction | C. The observation gives no information about the prediction","B. The observation supports the prediction","The predicted return to shape was observed in this test."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-002","A class predicts that both strips will tear. Only the paper strip tears. Which conclusion fits?","A. The prediction matched both results | B. The prediction matched neither result | C. The prediction matched the paper result but not the other strip","C. The prediction matched the paper result but not the other strip","Compare each part of the prediction with its own observed result."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-003","Two groups test drums of different sizes. One taps gently; the other taps hard. They want to compare the effect of drum size. What makes this comparison difficult?","A. They changed tap strength as well as drum size | B. They used a drum in both groups | C. They recorded the results after tapping","A. They changed tap strength as well as drum size","Different tap strengths can change the sound, so the results do not isolate drum size."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-004","A prediction says the longest shadow will be at noon. Records show morning: 6 blocks; noon: 2; afternoon: 4. Which statement fits?","A. The noon record supports the prediction | B. The recorded longest shadow was in the morning, so the prediction was not supported | C. All three records support the prediction equally","B. The recorded longest shadow was in the morning, so the prediction was not supported","Six blocks is the longest recorded length; noon had the shortest of these records."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-005","Two pupils count the same sounds. One records 5 and one records 6. What is a useful next step?","A. Keep only the larger number without checking | B. Change both counts to the number they predicted | C. Listen to the recording together and recount","C. Listen to the recording together and recount","Rechecking the same evidence can help resolve the disagreement without guessing."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-006","A child predicted foil would break when gently bent. It bent without breaking. What should go in the report?","A. Both the original prediction and the different result | B. Only the prediction, written as the result | C. A made-up break so the prediction looks right","A. Both the original prediction and the different result","A prediction can be wrong; keeping the actual result makes the investigation useful."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-007","To compare two towels, one child uses a spoonful of water on each. Why use the same spoon filled to the same level?","A. It makes the towels the same colour | B. It gives each towel the same starting amount | C. It guarantees both towels soak up all the water","B. It gives each towel the same starting amount","Matching the starting amount helps a fair comparison without guaranteeing a particular outcome."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-008","A class finds that a tightly stretched band made a higher sound than a loose one. Which further question follows this observation?","A. Which pupil has the neatest handwriting? | B. What is the best colour for the classroom door? | C. What happens with a band stretched to a middle tightness?","C. What happens with a band stretched to a middle tightness?","A middle tightness extends the observed relationship between stretching and pitch."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-009","Two groups measure one ribbon as 5 blocks and 8 blocks. One used large blocks and one small blocks. What could explain the difference?","A. Their measuring units were different sizes | B. The ribbon must have grown during both measurements | C. Both numbers must be invented","A. Their measuring units were different sizes","Smaller units can produce a larger count for the same length."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-010","A prediction says a soft tap will be quieter than a strong tap. Both recordings sound equally loud to the group. What can they say now?","A. Their observations proved the strong tap was louder | B. Their observations did not show the predicted difference | C. Their observations showed the soft tap was louder","B. Their observations did not show the predicted difference","An equal observed loudness does not support either sound being louder."
"AC9S2I05","Comparing observations and improving investigations","practice","ac9s2i05-p-011","A class compares how two clays bend. They use a thin strip of one and a thick lump of the other. What could they improve?","A. Use even more different-sized pieces | B. Stop recording how the pieces change | C. Start with pieces of similar shape and size","C. Start with pieces of similar shape and size","Similar starting pieces help them compare the clays rather than the effects of shape and size."
