"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation","response_type","acceptance_note"
"AC9E2LA02","Giving Reasons for Text Preferences","practice","AC9E2LA02-P-017","A reader felt a little uneasy, not terrified, during a storm scene. Which response matches?","A. The scene frightened me more than anything ever has. | B. The scene made me slightly nervous. | C. The scene made me completely relaxed.","The scene made me slightly nervous.","Slightly nervous matches a mild response rather than extreme fear or calm. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","practice","AC9E2LA02-P-018","Read: 'The old door creaked. Something scratched on the other side.' Which appreciation connects to the author's choices?","A. I liked the clear answer because the creature was named. | B. I liked the recipe because each step was numbered. | C. I liked the suspense because the sounds made me wonder what was there.","I liked the suspense because the sounds made me wonder what was there.","Unexplained sounds create curiosity and tension. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","practice","AC9E2LA02-P-019","Read: 'After weeks of trying, the small bird finally flew.' Which response explains satisfaction with the ending?","A. I felt pleased because the bird's effort finally paid off. | B. I felt pleased because the story never ended. | C. I felt pleased because the bird gave up.","I felt pleased because the bird's effort finally paid off.","The ending resolves the bird's struggle with success. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","practice","AC9E2LA02-P-020","Which detail would help explain preferring a wildlife book for learning?","A. The cover happens to match my shoes. | B. Clear captions explain what each animal is doing. | C. My friend placed it on the top shelf.","Clear captions explain what each animal is doing.","Captions contribute to learning about the animals; the other details do not. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","practice","AC9E2LA02-P-021","Which recommendation gives another reader a useful reason?","A. Read it because everyone has to like my book. | B. Read it because books are made of paper. | C. Try this story if you enjoy solving clues before the detective.","Try this story if you enjoy solving clues before the detective.","The recommendation connects the story's feature to a possible reader interest. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","practice","AC9E2LA02-P-022","Read: 'The train clattered, rattled and roared into the station.' Which comment appreciates these words?","A. The noisy verbs helped me hear the train in my mind. | B. The words explained the price of a ticket. | C. The words made the train seem silent.","The noisy verbs helped me hear the train in my mind.","The sound-rich verbs support an imagined sound experience. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","practice","AC9E2LA02-P-023","Read: 'A paper boat sailed down the gutter. A beetle rode on top like a captain.' Say or write whether you enjoyed this tiny story and give a reason linked to its words.","","Example: 'I enjoyed it because the beetle acting like a captain was funny.' A reasoned dislike is equally acceptable.","Accept an actual preference and a relevant reference to the boat, beetle, imagined role or language. Do not grade the child on agreeing with the model opinion. Hint: Connect your response to a particular word, event or feature of the text.","adult-review","Accept an actual preference and a relevant reference to the boat, beetle, imagined role or language. Do not grade the child on agreeing with the model opinion."
"AC9E2LA02","Giving Reasons for Text Preferences","practice","AC9E2LA02-P-024","Read A: 'The dog is wet.' Read B: 'Water dripped from the dog's whiskers onto my shoes.' Choose the version you prefer and explain why.","","Example: 'I prefer B because I can picture where the water drips.' A may be preferred for its brevity with a reason.","Accept either choice with a relevant explanation of clarity, detail, effect or brevity. Hint: Connect your response to a particular word, event or feature of the text.","adult-review","Accept either choice with a relevant explanation of clarity, detail, effect or brevity."
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-001","Read: 'Round and round the leaves all go, twirling high and drifting low.' Which response explains enjoyment?","A. I like the movement words because I can imagine the leaves dancing. | B. I like the instructions for planting a tree. | C. I like the facts about a leaf's roots.","I like the movement words because I can imagine the leaves dancing.","The reader connects appreciation to the movement language actually present. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-002","Read: 'Bo gave up his seat so the tired traveller could rest.' Which reason supports liking Bo?","A. He is the fastest runner in the story. | B. He notices another person's need and helps. | C. He tells the funniest joke.","He notices another person's need and helps.","The helpful action supports appreciation of Bo's thoughtfulness. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-003","A reader wants a word meaning 'full of exciting action'. Which response fits?","A. The rescue story was dull. | B. The rescue story was peaceful. | C. The rescue story was thrilling.","The rescue story was thrilling.","Thrilling expresses excitement; dull and peaceful do not match this intended response. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-004","Which response explains a preference for an audio version of a poem?","A. I could hear the rhythm clearly when it was read aloud. | B. The file was stored in a folder. | C. The poem existed before I listened.","I could hear the rhythm clearly when it was read aloud.","The response relates the format to a feature the listener appreciates. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-005","A reader dislikes an ending because the main problem is left unanswered. Which comment explains this?","A. The book is wrong because I dislike it. | B. I wanted to know whether the lost child got home, but the story stopped. | C. The writer should never write again.","I wanted to know whether the lost child got home, but the story stopped.","The response identifies the unresolved question and its effect on the reader. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-006","One reader likes a long description; another prefers the action. What can both readers do?","A. Agree that only action belongs in stories. | B. Choose an opinion without discussing the text. | C. Give a text detail that explains their own preference.","Give a text detail that explains their own preference.","Different preferences can each be explained through text evidence. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-007","Which line best supports 'I enjoyed the magical setting'?","A. Tiny stars grew on the branches like fruit. | B. The fence was painted last week. | C. A sign showed the park's opening times.","Tiny stars grew on the branches like fruit.","Stars growing on trees create an impossible, magical image. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-008","How could a reader improve 'I liked the ending'?","A. Repeat 'I liked it' three more times. | B. Add what happened at the end and why it felt satisfying. | C. List the page numbers without explaining them.","Add what happened at the end and why it felt satisfying.","A specific event and its effect turn a bare preference into an explained response. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-009","A reader says, 'I liked being able to compare the two insects easily.' Which feature could support this?","A. Their names are hidden on separate unlabelled pages. | B. Only one insect is described. | C. Their facts appear side by side under matching headings.","Their facts appear side by side under matching headings.","Matching headings and adjacent information support comparison. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-010","Which comment expresses mild disappointment rather than complete dislike?","A. I liked most of it, but the ending was a little rushed. | B. I hated every part of it. | C. It was the best book I have ever read.","I liked most of it, but the ending was a little rushed.","The first response limits the criticism to a small concern. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-011","Read: 'The kitten tucked one cold paw beneath its chin.' Which response connects feeling to a detail?","A. I felt excited because the kitten won a prize. | B. I felt sorry for the kitten because its paw was cold. | C. I felt amused because the kitten told a joke.","I felt sorry for the kitten because its paw was cold.","The cold paw supports sympathy; no prize or joke is mentioned. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-012","A factual page explains volcanoes. A story imagines living inside one. Which preference gives a relevant reason?","A. I prefer the story because the other text has letters. | B. I prefer the factual page because no one may enjoy stories. | C. I prefer the factual page because I want to learn how eruptions happen.","I prefer the factual page because I want to learn how eruptions happen.","The preference is connected to the reader's learning purpose. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-013","Who would most likely value 'I liked the repeated chorus because I could join in'?","A. Someone choosing a song to sing with a group. | B. Someone choosing a silent map to navigate. | C. Someone choosing a list of bus times.","Someone choosing a song to sing with a group.","A repeated chorus supports shared singing, so the reason helps that audience. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-014","Which response includes appreciation rather than just retelling?","A. The mouse distracted the giant. | B. I enjoyed the clever trick when the mouse distracted the giant. | C. The giant looked away and the mouse ran.","I enjoyed the clever trick when the mouse distracted the giant.","Enjoyed and clever express evaluation of the event, beyond reporting it. Hint: Connect your response to a particular word, event or feature of the text.","multiple-choice",""
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-015","Read: 'The robot watered the garden with lemonade. By sunset, every flower was sticky.' Give your own response and a reason from the text.","","Example: 'I found it funny because the robot used the wrong drink.' A supported dislike is also valid.","Accept a clear personal response linked to the robot's mistake, surprising result or language; do not require the model preference. Hint: Connect your response to a particular word, event or feature of the text.","adult-review","Accept a clear personal response linked to the robot's mistake, surprising result or language; do not require the model preference."
"AC9E2LA02","Giving Reasons for Text Preferences","test","AC9E2LA02-T-016","Text A says, 'Owls hunt at night.' Text B says, 'Under the moon, an owl slipped silently between the trees.' Which would you prefer to read more of, and why?","","Example: choose A for quick facts or B for its atmosphere and descriptive detail.","Accept either preference with a reason tied to a feature of the supplied text. Spelling is not the assessed target. Hint: Connect your response to a particular word, event or feature of the text.","adult-review","Accept either preference with a reason tied to a feature of the supplied text. Spelling is not the assessed target."
