id,curriculum_code,bank,skill,question,correct_answer,distractor_1,distractor_2,explanation,response_type,acceptance_note
AC9E2LA10-P-011,AC9E2LA10,practice,titles and lists,Which version correctly writes “my trip to mars”?,My Trip to Mars,My trip To mars,my Trip to Mars,"Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-P-012,AC9E2LA10,practice,titles and lists,Which version correctly writes “red blue green and gold”?,"red, blue, green and gold","red, blue green and gold","red blue, green and gold","Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-P-013,AC9E2LA10,practice,titles and lists,Which version correctly writes “the secret garden”?,The Secret Garden,The secret Garden,the Secret garden,"Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-P-014,AC9E2LA10,practice,titles and lists,Which version correctly writes “apples pears and plums”?,"apples, pears and plums","apples pears, and plums","apples pears and, plums","Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-P-015,AC9E2LA10,practice,titles and lists,Which version correctly writes “my trip to mars”?,My Trip to Mars,my Trip to Mars,My trip To mars,"Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-P-016,AC9E2LA10,practice,titles and lists,Which version correctly writes “red blue green and gold”?,"red, blue, green and gold","red blue, green and gold","red, blue green and gold","Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-P-017,AC9E2LA10,practice,titles and lists,Which version correctly writes “the secret garden”?,The Secret Garden,The secret Garden,the Secret garden,"Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-P-018,AC9E2LA10,practice,titles and lists,Which version correctly writes “apples pears and plums”?,"apples, pears and plums","apples pears and, plums","apples pears, and plums","Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-P-019,AC9E2LA10,practice,titles and lists,Which version correctly writes “my trip to mars”?,My Trip to Mars,My trip To mars,my Trip to Mars,"Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-P-020,AC9E2LA10,practice,titles and lists,Which version correctly writes “red blue green and gold”?,"red, blue, green and gold","red blue, green and gold","red, blue green and gold","Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-P-021,AC9E2LA10,practice,titles and lists,Which version correctly writes “the secret garden”?,The Secret Garden,the Secret garden,The secret Garden,"Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-P-022,AC9E2LA10,practice,titles and lists,Which version correctly writes “apples pears and plums”?,"apples, pears and plums","apples pears, and plums","apples pears and, plums","Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-P-023,AC9E2LA10,practice,explain concept,Write or say two sentences that show the main idea of AC9E2LA10. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Capital Letters in Titles and Commas in Lists.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LA10-P-024,AC9E2LA10,practice,apply concept,"Create a short Year 2 example question for AC9E2LA10, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
AC9E2LA10-T-001,AC9E2LA10,test,titles and lists,Which version correctly writes “the secret garden”?,The Secret Garden,The secret Garden,the Secret garden,"Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-T-002,AC9E2LA10,test,titles and lists,Which version correctly writes “apples pears and plums”?,"apples, pears and plums","apples pears, and plums","apples pears and, plums","Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-T-003,AC9E2LA10,test,titles and lists,Which version correctly writes “my trip to mars”?,My Trip to Mars,my Trip to Mars,My trip To mars,"Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-T-004,AC9E2LA10,test,titles and lists,Which version correctly writes “red blue green and gold”?,"red, blue, green and gold","red blue, green and gold","red, blue green and gold","Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-T-005,AC9E2LA10,test,titles and lists,Which version correctly writes “the secret garden”?,The Secret Garden,The secret Garden,the Secret garden,"Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-T-006,AC9E2LA10,test,titles and lists,Which version correctly writes “apples pears and plums”?,"apples, pears and plums","apples pears and, plums","apples pears, and plums","Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-T-007,AC9E2LA10,test,titles and lists,Which version correctly writes “my trip to mars”?,My Trip to Mars,My trip To mars,my Trip to Mars,"Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-T-008,AC9E2LA10,test,titles and lists,Which version correctly writes “red blue green and gold”?,"red, blue, green and gold","red blue, green and gold","red, blue green and gold","Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-T-009,AC9E2LA10,test,titles and lists,Which version correctly writes “the secret garden”?,The Secret Garden,the Secret garden,The secret Garden,"Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-T-010,AC9E2LA10,test,titles and lists,Which version correctly writes “apples pears and plums”?,"apples, pears and plums","apples pears, and plums","apples pears and, plums","Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-T-011,AC9E2LA10,test,titles and lists,Which version correctly writes “my trip to mars”?,My Trip to Mars,My trip To mars,my Trip to Mars,"Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-T-012,AC9E2LA10,test,titles and lists,Which version correctly writes “red blue green and gold”?,"red, blue, green and gold","red, blue green and gold","red blue, green and gold","Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-T-013,AC9E2LA10,test,titles and lists,Which version correctly writes “the secret garden”?,The Secret Garden,The secret Garden,the Secret garden,"Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-T-014,AC9E2LA10,test,titles and lists,Which version correctly writes “apples pears and plums”?,"apples, pears and plums","apples pears, and plums","apples pears and, plums","Titles use capital letters for important words, and commas separate items in a list.",multiple_choice,
AC9E2LA10-T-015,AC9E2LA10,test,explain concept,Write or say two sentences that show the main idea of AC9E2LA10. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Capital Letters in Titles and Commas in Lists.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LA10-T-016,AC9E2LA10,test,apply concept,"Create a short Year 2 example question for AC9E2LA10, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
