"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation","response_type","acceptance_note"
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-017","Which pair makes 'it' easy to understand?","A. A balloon passed a kite. It was red. | B. A balloon floated up. It caught on a branch. | C. A balloon passed a ball. It was round.","A balloon floated up. It caught on a branch.","The first pair has one clear object for it to refer back to. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-018","Read: 'The children put on raincoats. ___ walked outside.'","A. It | B. He | C. They","They","They agrees with the plural children and keeps the reference clear. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-019","Which version keeps the meaning with less repetition?","A. Mum found the keys and put them in her bag. | B. Mum found the keys and put Mum in the keys. | C. Mum found them and put it in them.","Mum found the keys and put them in her bag.","Them clearly replaces keys; her refers to Mum. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-020","Read: 'I saw a bird beside a plane. It was blue.' Why might a reader be unsure?","A. Blue cannot describe anything. | B. It could refer to the bird or the plane. | C. Every sentence needs a person's name.","It could refer to the bird or the plane.","Two possible nouns make the reference ambiguous without further context. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-021","Read: 'Zoe chose two apples, and I chose three.' What did the speaker choose three of?","A. bowls | B. oranges | C. apples","apples","Apples is omitted after three because the earlier clause supplies that meaning. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-022","Read: 'Will you come on Friday?' 'I hope so.' What does 'so' stand for?","A. that I will come on Friday | B. that Friday has been cancelled | C. that I came yesterday","that I will come on Friday","So refers to the idea in the question without repeating the whole clause. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-023","Rewrite or say this with less repetition: 'The kittens found a box. The kittens climbed into the box.' Keep it clear who did what.","","The kittens found a box. They climbed into it.","Accept a clear rewrite using they for kittens and it for box, or another unambiguous cohesive wording that preserves both actions. Hint: Read the nearby words to work out who, what or which action is meant.","adult-review","Accept a clear rewrite using they for kittens and it for box, or another unambiguous cohesive wording that preserves both actions."
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-024","Read: 'Have you finished your puzzle?' 'Not yet.' Say the full meaning of 'Not yet' and explain why the shorter reply is understandable.","","I have not finished my puzzle yet. The question tells us which action and object the reply means.","Accept the restored meaning and an explanation referring to the context provided by the question. Hint: Read the nearby words to work out who, what or which action is meant.","adult-review","Accept the restored meaning and an explanation referring to the context provided by the question."
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-001","Read: 'A crab hid beneath a rock. It came out at dusk.' What came out?","A. the crab | B. dusk | C. the shore","the crab","The action and the earlier subject connect it to the crab. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-002","Read: 'The parcels arrived. We carried them inside.' What does 'them' replace?","A. we | B. the parcels | C. inside","the parcels","Them keeps the reference to the parcels as the things being carried. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-003","A child says, 'This drawing belongs to my sister and me. It is ___.'","A. yours | B. theirs | C. ours","ours","Ours includes the speaker among the owners. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-004","Read: 'I brought my umbrella. You brought yours.' What does 'yours' mean?","A. your umbrella | B. my umbrella | C. their coats","your umbrella","Yours replaces the possessive phrase your umbrella. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-005","Read: 'The neighbours parked their caravan.' Whose caravan is meant?","A. the writer's | B. the neighbours' | C. the caravan's","the neighbours'","Their links the caravan to the plural owners already named. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-006","Choose the clearest rewrite: 'The dancer bowed. The dancer thanked the crowd.'","A. The crowd bowed and thanked the dancer. | B. The dancer thanked it and bowed them. | C. The dancer bowed and thanked the crowd.","The dancer bowed and thanked the crowd.","The shared subject can be understood for both actions without changing who acts. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-007","Read: 'Sam ordered soup; Lee ordered salad.' Which shorter version preserves the meaning?","A. Sam ordered soup; Lee, salad. | B. Sam ordered Lee; soup, salad. | C. Sam soup; ordered Lee.","Sam ordered soup; Lee, salad.","Ordered can be inferred in the second part while the two orders remain clear. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-008","Read: 'Where is the torch?' 'In the drawer.' What words are understood before the reply?","A. The drawer wants | B. The torch is | C. Where did","The torch is","The short answer omits the torch is because the question supplies the topic. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-009","Read: 'Asha cannot whistle, but I can.' What can the speaker do?","A. hear Asha | B. draw a picture | C. whistle","whistle","Can refers back to whistle, the action already stated. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-010","'I put the mug beside the jug. It was cracked.' You mean the jug. Which revision is clear?","A. I put the mug beside the cracked jug. | B. I put it beside it. It was cracked. | C. I put the mug beside the jug. It was still cracked.","I put the mug beside the cracked jug.","Naming the jug as cracked removes the competing reference. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-011","Read: 'The ducks reached the pond. ___ slipped into the water.'","A. He | B. They | C. It","They","They refers back to the plural ducks. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-012","Read: 'Our class made a banner. The banner is ours.' How does 'ours' link the sentences?","A. It gives a new name to the banner. | B. It says the banner belongs to another school. | C. It refers to the class as the owners.","It refers to the class as the owners.","Ours links possession to the speaker's class already mentioned. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-013","Read: 'I wore the woollen hat, not the cotton.' What is understood after 'cotton'?","A. hat | B. coat | C. sock","hat","The earlier noun hat supplies the omitted noun in the contrast. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-014","Which short reply clearly answers 'Would you like some water?'","A. Under the table. | B. Yes, please. | C. Next to the library.","Yes, please.","The question makes the omitted request for water clear in Yes, please. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-015","Rewrite: 'The robot picked up the tools. The robot put the tools on the shelf.' Use pronouns where the meaning stays clear.","","The robot picked up the tools. It put them on the shelf.","Accept a clear version using it for robot and them for tools, with both original actions preserved. Hint: Read the nearby words to work out who, what or which action is meant.","adult-review","Accept a clear version using it for robot and them for tools, with both original actions preserved."
"AC9E2LA04","Pronouns and Cohesion","test","AC9E2LA04-T-016","Read: 'Who will carry the picnic basket?' 'I will.' Tell an adult what the reply means in full and how you know.","","I will carry the picnic basket. The question supplies the action left out of the reply.","Accept a complete meaning and a reference to the question as the source of the omitted words. Hint: Read the nearby words to work out who, what or which action is meant.","adult-review","Accept a complete meaning and a reference to the question as the source of the omitted words."
