"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation","response_type","acceptance_note"
"AC9E2LA01","Language Choices for Different Situations","practice","AC9E2LA01-P-011","You need a tissue while everyone is reading quietly. Which approach fits the room?","A. Shout your request across the room. | B. Quietly ask the person beside you for a tissue. | C. Announce your request to every table.","Quietly ask the person beside you for a tissue.","The request stays clear while its volume suits the quiet setting. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","practice","AC9E2LA01-P-012","At home, Max says, 'Hi, Gran!' On stage, Max says, 'Good evening, everyone.' What changed?","A. Max has forgotten how to greet Gran. | B. Greetings must always use the longest words. | C. Max is greeting a familiar person first and an audience next.","Max is greeting a familiar person first and an audience next.","The audience and Max's role explain the different greetings. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","practice","AC9E2LA01-P-013","Someone asks to borrow your special pen, but you need it now. Which reply is clear and kind?","A. I need this one now, but you may borrow my spare. | B. Take it, although I cannot finish without it. | C. You should never ask me for anything.","I need this one now, but you may borrow my spare.","A respectful refusal can state a boundary and offer another option. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","practice","AC9E2LA01-P-014","A partner asks how to make a sign easier to read. Which comment helps?","A. Your sign is terrible. | B. The letters could be larger so people can read them from the door. | C. My sign has more colours.","The letters could be larger so people can read them from the door.","Useful feedback names a change and explains how it would help. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","practice","AC9E2LA01-P-015","Your coach says, 'Move back a little.' You are unsure where to stand. What could you ask?","A. Why do we have a coach? | B. Can we change the team name? | C. Should I stand behind this line?","Should I stand behind this line?","The question checks the unclear part of the instruction. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","practice","AC9E2LA01-P-016","You are inviting the principal to a class performance. Which message gives a respectful invitation?","A. Our class would like to invite you to our play on Friday. | B. You have to come because I said so. | C. Come over sometime, mate.","Our class would like to invite you to our play on Friday.","A school invitation suits the listener and gives a useful event detail. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","practice","AC9E2LA01-P-017","A shop assistant asks, 'How can I help?' Which reply fits your role as a customer looking for glue?","A. Please take your seats and listen. | B. Could you show me where the glue is, please? | C. Welcome to my classroom.","Could you show me where the glue is, please?","A customer can explain what they need and ask for help. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","practice","AC9E2LA01-P-018","You say, 'Move!' and your partner looks upset. Which new wording keeps your request but softens it?","A. Move, move, move! | B. Why are you always in my way? | C. Could you move your chair so I can get past, please?","Could you move your chair so I can get past, please?","A clear request with a reason is more considerate than a bare command. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","practice","AC9E2LA01-P-019","As discussion leader, you notice one child has not spoken. What could you say?","A. Would you like to share an idea, or shall we come back to you? | B. You must speak right now. | C. We only need ideas from fast speakers.","Would you like to share an idea, or shall we come back to you?","The invitation offers a turn without forcing an immediate response. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","practice","AC9E2LA01-P-020","'Please sit here' can be a welcome or an instruction. What would help you tell which it is?","A. Only the number of letters in 'please'. | B. Who is speaking, their tone and what is happening. | C. Only whether the chair is blue.","Who is speaking, their tone and what is happening.","Context and tone help listeners understand the purpose of the same words. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","practice","AC9E2LA01-P-021","Your sister knows where 'our usual spot' is. A new pupil does not. What should you tell the new pupil?","A. Meet me at our usual spot. | B. Meet me where you know I mean. | C. Meet me beside the library door.","Meet me beside the library door.","A new listener needs an explicit location rather than shared family knowledge. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","practice","AC9E2LA01-P-022","Which pair fits a child asking for help and then acting as a helper?","A. 'Can you show me?' / 'Let's try the first step together.' | B. 'Watch me do it.' / 'I need someone to show me.' | C. 'Go away.' / 'That is your problem.'","'Can you show me?' / 'Let's try the first step together.'","The first utterance asks for support; the second offers support in the new role. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","practice","AC9E2LA01-P-023","Say two requests for help opening a box: one to a close friend and one to a visiting adult. Tell your adult helper what you changed.","","Example: 'Can you help me with this?' and 'Excuse me, could you help me open this box, please?' Explain that the visitor may need more context.","Accept two understandable, respectful requests and a sensible explanation about listener familiarity, wording or tone. Do not require formal wording in every adult interaction. Hint: Notice the listener, the situation and the speaker's role.","adult-review","Accept two understandable, respectful requests and a sensible explanation about listener familiarity, wording or tone. Do not require formal wording in every adult interaction."
"AC9E2LA01","Language Choices for Different Situations","practice","AC9E2LA01-P-024","With an adult, pretend you are first a team leader and then a team member. Suggest how to share the building blocks in each role.","","Example leader: 'Let's give each pair four blocks.' Example member: 'Could our pair have four blocks too?'","Accept role-appropriate contributions that address sharing. The child should show how their words fit leading or participating, rather than merely repeat an identical line. Hint: Notice the listener, the situation and the speaker's role.","adult-review","Accept role-appropriate contributions that address sharing. The child should show how their words fit leading or participating, rather than merely repeat an identical line."
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-001","You meet a new librarian while your friend waits nearby. Which words help introduce yourself?","A. Hello, I am Remy from Year 2. Could you help me find a book? | B. You remember what I like, don't you? | C. Hey, you! Pick something.","Hello, I am Remy from Year 2. Could you help me find a book?","An introduction supplies information a new listener does not yet know. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-002","You gave a classmate the wrong meeting time. What could you say?","A. You should have guessed the right time. | B. I am sorry. I told you two o'clock, but we meet at one. | C. The time does not matter now.","I am sorry. I told you two o'clock, but we meet at one.","The speaker takes responsibility and gives the corrected information. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-003","A child tells a friend, 'Great save!' after a game. Which purpose best fits these words?","A. Requesting a new ball. | B. Giving directions to the court. | C. Praising the friend's action.","Praising the friend's action.","The brief friendly comment congratulates someone in the game context. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-004","You are interviewing a gardener for a class report. Which question fits your role?","A. How do you decide when the seedlings need water? | B. Can you write my whole report for me? | C. Why is my friend sitting there?","How do you decide when the seedlings need water?","An interviewer asks a relevant question that gathers information from the guest. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-005","A child feels faint during sport. Which message helps the teacher act?","A. Something happened somewhere. | B. Please help. Someone feels faint beside the goal. | C. We are all doing sport now.","Please help. Someone feels faint beside the goal.","A helpful urgent message names the problem and the location. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-006","Your group wants a long title. You think a short one is easier to read. What could you say?","A. Everyone else's titles are silly. | B. I will rub yours out without asking. | C. Could we try a shorter title so it fits on one line?","Could we try a shorter title so it fits on one line?","The suggestion explains a reason and invites the group to consider it. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-007","A friend keeps tapping your arm while you work. Which words set a respectful boundary?","A. Please stop tapping my arm. I need to finish this. | B. You are not allowed to talk to anyone. | C. I will tap you back harder.","Please stop tapping my arm. I need to finish this.","A firm request names the behaviour to stop without threatening the friend. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-008","A teacher asks the same class to cheer outdoors and speak softly in a museum. Why do the directions differ?","A. Children cannot use the same voices twice. | B. The settings call for different sound levels. | C. Museums do not allow any questions.","The settings call for different sound levels.","Language and voice are adjusted to the setting and the needs of others. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-009","A visitor asks where the toilets are. Which reply gives helpful directions?","A. Over there, where they always are. | B. Somewhere past the rooms. | C. Go along this hall, then turn left at the office.","Go along this hall, then turn left at the office.","Specific directions help someone unfamiliar with the building. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-010","A child joins your game for the first time. Which comment helps them join in?","A. Welcome! We take turns throwing from this line. | B. You should already know our rules. | C. We started, so you cannot learn now.","Welcome! We take turns throwing from this line.","A welcome and a short explanation support a newcomer. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-011","A classmate stayed to help you tidy spilled paint. Which thanks names what you appreciate?","A. Thanks for everything that ever happened. | B. Thanks for helping me clean the paint off the table. | C. You finished after everyone else.","Thanks for helping me clean the paint off the table.","Specific thanks connects appreciation to the helpful action. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-012","During a partner's explanation you realise you misunderstood. Which reply checks meaning?","A. I will just do something else. | B. You are explaining it wrong. | C. Do you mean we fold it before we cut it?","Do you mean we fold it before we cut it?","Checking your understanding keeps the interaction focused and respectful. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-013","A message goes to every family in the class. Which wording is clearest?","A. Please bring a hat for our walk on Tuesday. | B. Bring that thing tomorrow, like we said. | C. You all know what to bring.","Please bring a hat for our walk on Tuesday.","A group message gives explicit details rather than assuming shared knowledge. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-014","A pupil says, 'May I have a turn?' The game organiser says, 'Your turn is next.' What do their words show?","A. Both are asking to leave the game. | B. One requests a turn; the other manages the turns. | C. Only one person is being respectful.","One requests a turn; the other manages the turns.","Different responsibilities lead to different but equally respectful language. Hint: Notice the listener, the situation and the speaker's role.","multiple-choice",""
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-015","Tell an adult how you would ask a busy teacher to explain a task, then how you would explain that task to a younger child.","","Example: 'When you are ready, could you explain the first step?' Then use short, clear words to guide the younger child.","Accept a considerate help request and a helpful explanation suited to the younger listener. Ask the child to explain the difference in their roles. Hint: Notice the listener, the situation and the speaker's role.","adult-review","Accept a considerate help request and a helpful explanation suited to the younger listener. Ask the child to explain the difference in their roles."
"AC9E2LA01","Language Choices for Different Situations","test","AC9E2LA01-T-016","Role-play greeting a friend at the playground and welcoming a guest to a class exhibition. Explain one language choice you made.","","Example: a relaxed familiar greeting to the friend and a welcome with an offer to show the guest around.","Accept two suitable greetings and an explanation linked to audience, relationship or hosting role. Accent and home-language differences are not errors. Hint: Notice the listener, the situation and the speaker's role.","adult-review","Accept two suitable greetings and an explanation linked to audience, relationship or hosting role. Accent and home-language differences are not errors."
