id,curriculum_code,bank,skill,question,correct_answer,distractor_1,distractor_2,explanation,response_type,acceptance_note
AC9E2LY11-P-012,AC9E2LY11,practice,high frequency spelling,Choose the best word: Please put it over ___.,there,tree,three,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-013,AC9E2LY11,practice,high frequency spelling,Choose the high-frequency word: I ___ seen that bird before.,have,hive,heavy,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-014,AC9E2LY11,practice,high frequency spelling,Which word is not fully predictable from its sounds?,once,went,lamp,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-015,AC9E2LY11,practice,high frequency spelling,Complete: They ___ going to the library.,are,ear,air,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-016,AC9E2LY11,practice,high frequency spelling,Choose the best word: Please put it over ___.,there,three,tree,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-017,AC9E2LY11,practice,high frequency spelling,Choose the high-frequency word: I ___ seen that bird before.,have,hive,heavy,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-018,AC9E2LY11,practice,high frequency spelling,Which word is not fully predictable from its sounds?,once,lamp,went,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-019,AC9E2LY11,practice,high frequency spelling,Complete: They ___ going to the library.,are,air,ear,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-020,AC9E2LY11,practice,high frequency spelling,Choose the best word: Please put it over ___.,there,three,tree,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-021,AC9E2LY11,practice,high frequency spelling,Choose the high-frequency word: I ___ seen that bird before.,have,heavy,hive,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-022,AC9E2LY11,practice,high frequency spelling,Which word is not fully predictable from its sounds?,once,went,lamp,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-023,AC9E2LY11,practice,explain concept,Write or say two sentences that show the main idea of AC9E2LY11. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Spelling Patterns and High-frequency Words.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LY11-P-024,AC9E2LY11,practice,apply concept,"Create a short Year 2 example question for AC9E2LY11, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
AC9E2LY11-T-001,AC9E2LY11,test,high frequency spelling,Choose the high-frequency word: I ___ seen that bird before.,have,hive,heavy,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-T-002,AC9E2LY11,test,high frequency spelling,Which word is not fully predictable from its sounds?,once,went,lamp,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-T-003,AC9E2LY11,test,high frequency spelling,Complete: They ___ going to the library.,are,ear,air,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-T-004,AC9E2LY11,test,high frequency spelling,Choose the best word: Please put it over ___.,there,three,tree,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-T-005,AC9E2LY11,test,high frequency spelling,Choose the high-frequency word: I ___ seen that bird before.,have,hive,heavy,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-T-006,AC9E2LY11,test,high frequency spelling,Which word is not fully predictable from its sounds?,once,lamp,went,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-T-007,AC9E2LY11,test,high frequency spelling,Complete: They ___ going to the library.,are,air,ear,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-T-008,AC9E2LY11,test,high frequency spelling,Choose the best word: Please put it over ___.,there,three,tree,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-T-009,AC9E2LY11,test,high frequency spelling,Choose the high-frequency word: I ___ seen that bird before.,have,heavy,hive,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-T-010,AC9E2LY11,test,high frequency spelling,Which word is not fully predictable from its sounds?,once,went,lamp,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-T-011,AC9E2LY11,test,high frequency spelling,Complete: They ___ going to the library.,are,air,ear,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-T-012,AC9E2LY11,test,high frequency spelling,Choose the best word: Please put it over ___.,there,tree,three,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-T-013,AC9E2LY11,test,high frequency spelling,Choose the high-frequency word: I ___ seen that bird before.,have,hive,heavy,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-T-014,AC9E2LY11,test,high frequency spelling,Which word is not fully predictable from its sounds?,once,went,lamp,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-T-015,AC9E2LY11,test,explain concept,Write or say two sentences that show the main idea of AC9E2LY11. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Spelling Patterns and High-frequency Words.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LY11-T-016,AC9E2LY11,test,apply concept,"Create a short Year 2 example question for AC9E2LY11, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
