id,curriculum_code,bank,skill,question,correct_answer,distractor_1,distractor_2,explanation,response_type,acceptance_note
AC9E2LY12-P-013,AC9E2LY12,practice,morphemes,What does reread mean?,read again,read before,read badly,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-014,AC9E2LY12,practice,morphemes,What does misplace mean?,place wrongly,place again,place before,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-015,AC9E2LY12,practice,morphemes,Which word means full of care?,careful,caringly,careless,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-016,AC9E2LY12,practice,morphemes,Make the regular plural of box.,boxes,boxs,boxies,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-017,AC9E2LY12,practice,morphemes,What does reread mean?,read again,read before,read badly,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-018,AC9E2LY12,practice,morphemes,What does misplace mean?,place wrongly,place before,place again,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-019,AC9E2LY12,practice,morphemes,Which word means full of care?,careful,careless,caringly,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-020,AC9E2LY12,practice,morphemes,Make the regular plural of box.,boxes,boxs,boxies,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-021,AC9E2LY12,practice,morphemes,What does reread mean?,read again,read badly,read before,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-022,AC9E2LY12,practice,morphemes,What does misplace mean?,place wrongly,place again,place before,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-023,AC9E2LY12,practice,explain concept,Write or say two sentences that show the main idea of AC9E2LY12. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Morphemic Word Families.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LY12-P-024,AC9E2LY12,practice,apply concept,"Create a short Year 2 example question for AC9E2LY12, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
AC9E2LY12-T-001,AC9E2LY12,test,morphemes,What does reread mean?,read again,read before,read badly,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-T-002,AC9E2LY12,test,morphemes,What does misplace mean?,place wrongly,place again,place before,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-T-003,AC9E2LY12,test,morphemes,Which word means full of care?,careful,caringly,careless,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-T-004,AC9E2LY12,test,morphemes,Make the regular plural of box.,boxes,boxs,boxies,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-T-005,AC9E2LY12,test,morphemes,What does reread mean?,read again,read before,read badly,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-T-006,AC9E2LY12,test,morphemes,What does misplace mean?,place wrongly,place before,place again,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-T-007,AC9E2LY12,test,morphemes,Which word means full of care?,careful,careless,caringly,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-T-008,AC9E2LY12,test,morphemes,Make the regular plural of box.,boxes,boxs,boxies,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-T-009,AC9E2LY12,test,morphemes,What does reread mean?,read again,read badly,read before,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-T-010,AC9E2LY12,test,morphemes,What does misplace mean?,place wrongly,place again,place before,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-T-011,AC9E2LY12,test,morphemes,Which word means full of care?,careful,careless,caringly,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-T-012,AC9E2LY12,test,morphemes,Make the regular plural of box.,boxes,boxies,boxs,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-T-013,AC9E2LY12,test,morphemes,What does reread mean?,read again,read before,read badly,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-T-014,AC9E2LY12,test,morphemes,What does misplace mean?,place wrongly,place again,place before,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-T-015,AC9E2LY12,test,explain concept,Write or say two sentences that show the main idea of AC9E2LY12. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Morphemic Word Families.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LY12-T-016,AC9E2LY12,test,apply concept,"Create a short Year 2 example question for AC9E2LY12, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
