id,curriculum_code,bank,skill,question,correct_answer,distractor_1,distractor_2,explanation,response_type,acceptance_note
AC9E2LY06-P-020,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: The tiny brown bird landed on the branch.,tiny brown,landed on,the branch,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-021,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: The dragon moved into the cave.,The dragon stomped into the cave.,The dragon was a noun.,The dragon cave into moved.,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-022,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: I like the park because ___.,there is space to run and play,park is park is park,because,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-023,AC9E2LY06,practice,explain concept,Write or say two sentences that show the main idea of AC9E2LY06. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Create and Edit Short Texts.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LY06-P-024,AC9E2LY06,practice,apply concept,"Create a short Year 2 example question for AC9E2LY06, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
AC9E2LY06-T-001,AC9E2LY06,test,create and edit text,Choose the best revision or text part: The dragon moved into the cave.,The dragon stomped into the cave.,The dragon cave into moved.,The dragon was a noun.,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-T-002,AC9E2LY06,test,create and edit text,Choose the best revision or text part: I like the park because ___.,there is space to run and play,park is park is park,because,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-T-003,AC9E2LY06,test,create and edit text,Choose the best revision or text part: First we mixed the batter. ___ we poured it into the pan.,Then,Because,Blue,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-T-004,AC9E2LY06,test,create and edit text,Choose the best revision or text part: The tiny brown bird landed on the branch.,tiny brown,landed on,the branch,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-T-005,AC9E2LY06,test,create and edit text,Choose the best revision or text part: The dragon moved into the cave.,The dragon stomped into the cave.,The dragon cave into moved.,The dragon was a noun.,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-T-006,AC9E2LY06,test,create and edit text,Choose the best revision or text part: I like the park because ___.,there is space to run and play,because,park is park is park,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-T-007,AC9E2LY06,test,create and edit text,Choose the best revision or text part: First we mixed the batter. ___ we poured it into the pan.,Then,Blue,Because,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-T-008,AC9E2LY06,test,create and edit text,Choose the best revision or text part: The tiny brown bird landed on the branch.,tiny brown,landed on,the branch,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-T-009,AC9E2LY06,test,create and edit text,Choose the best revision or text part: The dragon moved into the cave.,The dragon stomped into the cave.,The dragon was a noun.,The dragon cave into moved.,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-T-010,AC9E2LY06,test,create and edit text,Choose the best revision or text part: I like the park because ___.,there is space to run and play,park is park is park,because,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-T-011,AC9E2LY06,test,create and edit text,Choose the best revision or text part: First we mixed the batter. ___ we poured it into the pan.,Then,Blue,Because,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-T-012,AC9E2LY06,test,create and edit text,Choose the best revision or text part: The tiny brown bird landed on the branch.,tiny brown,the branch,landed on,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-T-013,AC9E2LY06,test,create and edit text,Choose the best revision or text part: The dragon moved into the cave.,The dragon stomped into the cave.,The dragon cave into moved.,The dragon was a noun.,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-T-014,AC9E2LY06,test,create and edit text,Choose the best revision or text part: I like the park because ___.,there is space to run and play,park is park is park,because,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-T-015,AC9E2LY06,test,explain concept,Write or say two sentences that show the main idea of AC9E2LY06. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Create and Edit Short Texts.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LY06-T-016,AC9E2LY06,test,apply concept,"Create a short Year 2 example question for AC9E2LY06, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
