"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation","response_type","acceptance_note"
"AC9E2LA03","Text Structures for Different Purposes","practice","AC9E2LA03-P-011","A text explains how to care for a pet fish. Where should 'Give a small amount of food each day' go?","A. Tank cleaning | B. Feeding | C. Buying equipment","Feeding","The information concerns food, so the feeding heading groups it logically. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","practice","AC9E2LA03-P-012","Text A gives numbered steps for making a kite. Text B tells how a kite escaped from a child. How do their structures differ?","A. A tells a story; B lists instructions. | B. Both must be shopping lists. | C. A orders instructions; B follows story events.","A orders instructions; B follows story events.","The purpose of making something differs from narrating an event. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","practice","AC9E2LA03-P-013","An invitation says 'Art show, Friday, 3 pm, school hall'. Why are these details grouped together?","A. They tell guests what, when and where. | B. They explain how paint is made. | C. They describe the ending of a story.","They tell guests what, when and where.","An invitation makes event information easy for guests to find. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","practice","AC9E2LA03-P-014","A poem places short lines under one another and repeats a line after each verse. What can this arrangement help a reader notice?","A. The price of each word. | B. The pattern and repeated rhythm. | C. The dates when events happened.","The pattern and repeated rhythm.","Line breaks and repeated lines can shape the pattern of a poem. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","practice","AC9E2LA03-P-015","A science text has headings 'Question', 'What we did' and 'What we noticed'. What is its main organising job?","A. To rank the funniest characters. | B. To list books alphabetically. | C. To separate the investigation's parts.","To separate the investigation's parts.","The headings distinguish the enquiry, method and observations. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","practice","AC9E2LA03-P-016","Read: 'I made ten first. Then I added the remaining two. The total was twelve.' Why does this maths explanation use 'first' and 'then'?","A. To show the order of the thinking. | B. To describe where the numbers live. | C. To persuade someone to buy counters.","To show the order of the thinking.","Sequence words help the reader follow the method. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","practice","AC9E2LA03-P-017","A poster says, 'Walk to school when you can.' Which addition gives a reason supporting its purpose?","A. Our school has a long name. | B. Walking gives us exercise. | C. Yesterday I found a pebble.","Walking gives us exercise.","The reason explains a benefit of the requested action. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","practice","AC9E2LA03-P-018","A story begins with a lost puppy. Which event would resolve that problem?","A. A second puppy appears on another street. | B. The weather becomes cloudy. | C. The puppy's owner finds it and takes it home.","The puppy's owner finds it and takes it home.","A resolution addresses the central problem introduced in the story. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","practice","AC9E2LA03-P-019","Instructions say, 'Put the lid on. Fill the bottle.' What change helps their purpose?","A. Put filling before closing the lid. | B. Replace every verb with a colour. | C. Remove both actions.","Put filling before closing the lid.","The order must let the reader complete the task successfully. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","practice","AC9E2LA03-P-020","A letter begins 'Dear Uncle' and ends 'Love from Kim'. What do these parts do?","A. List materials and tools. | B. Identify who is addressed and who is writing. | C. Show two chapter titles.","Identify who is addressed and who is writing.","A greeting and closing frame a personal message between people. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","practice","AC9E2LA03-P-021","A timetable puts activities beside times. A recount describes a finished excursion in sentences. Why are they arranged differently?","A. Every text must use a different font. | B. Timetables cannot contain words. | C. One helps plan when; the other tells what happened.","One helps plan when; the other tells what happened.","Organisation follows what the reader needs the text to do. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","practice","AC9E2LA03-P-022","You want classmates to learn how to play a new game. Which plan best suits that purpose?","A. Equipment, aim, then ordered rules. | B. Characters, a mystery, then a surprise ending. | C. Opinion, unrelated joke, then a list of colours.","Equipment, aim, then ordered rules.","A game explanation needs materials, purpose and steps or rules. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","practice","AC9E2LA03-P-023","Choose a simple classroom task. Tell an adult how you would organise written instructions for it. Give a heading and at least two steps.","","Example: 'Packing my bag': check the timetable, then put in the books needed.","Accept a relevant heading and sensible ordered actions; the child should explain that the sequence helps someone do the task. Hint: Ask what the text helps its reader do and how its parts support that purpose.","adult-review","Accept a relevant heading and sensible ordered actions; the child should explain that the sequence helps someone do the task."
"AC9E2LA03","Text Structures for Different Purposes","practice","AC9E2LA03-P-024","Compare a storybook with a recipe you have, or use these descriptions: a story follows a lost cat; a recipe lists ingredients and steps. Explain two differences in organisation or language.","","Example: a story introduces a character and follows events; a recipe lists ingredients and uses action instructions.","Accept two accurate differences linked to the texts' purposes, not only cover colour or length. Hint: Ask what the text helps its reader do and how its parts support that purpose.","adult-review","Accept two accurate differences linked to the texts' purposes, not only cover colour or length."
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-001","'You need a cup and water. Pour the water into the cup.' What feature shows that this text guides an action?","A. It names materials and tells the reader what to do. | B. It introduces a hero and a villain. | C. It gives an opinion followed by a vote.","It names materials and tells the reader what to do.","Materials and imperative action language support a procedure. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-002","A butterfly report uses 'Life cycle' and 'Food' as headings. Why?","A. To tell readers which butterfly is the best. | B. To group related facts so readers can follow each topic. | C. To give every sentence a character's name.","To group related facts so readers can follow each topic.","Headings organise informative content into related sections. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-003","Read: 'At sunset, a tiny dragon could not find its flame.' Which feature sets up a story?","A. A timetable lists the sunset time. | B. A recipe lists its ingredients. | C. A character faces a difficulty.","A character faces a difficulty.","A character and difficulty can drive narrative events. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-004","Which order best suits a short letter asking for a bike rack?","A. Request, reasons it would help, closing. | B. Ingredients, mixing steps, cooking time. | C. Setting, magical event, fairy-tale ending.","Request, reasons it would help, closing.","A persuasive request is supported by reasons directed to the reader. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-005","A child writes about yesterday's swim. Which opening makes the recount clear?","A. Tomorrow we might swim. | B. Yesterday our class walked to the pool. | C. Please build a new swimming pool.","Yesterday our class walked to the pool.","Yesterday introduces a completed event, fitting a recount. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-006","Read: 'Paper bags and cloth bags can carry shopping. Unlike paper bags, cloth bags can be washed.' How is the information organised?","A. An instruction is followed by a recipe. | B. A greeting is followed by a farewell. | C. A shared use is followed by a difference.","A shared use is followed by a difference.","The text compares a common purpose and contrasts washability. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-007","Which phrase would help introduce a contrast in a text about two bikes?","A. The smaller bike, however, has no gears. | B. Both bikes have wheels. | C. The bikes are alike in colour.","The smaller bike, however, has no gears.","However signals that the next information differs. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-008","A history recount lists 'First', 'Later' and 'Years afterwards'. What do these words help show?","A. The alphabetical order of people's names. | B. The sequence of events over time. | C. The equipment needed for an experiment.","The sequence of events over time.","Time signals help readers follow historical events in order. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-009","A chant repeats 'Pass it on!' after each short verse. How does the repeated line help its purpose?","A. It tells readers where to find an index. | B. It separates ingredients from a method. | C. It gives listeners a part they can join in with.","It gives listeners a part they can join in with.","A repeated refrain supports shared chanting and a predictable pattern. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-010","A report section explains how a koala rests during the day. Which heading fits?","A. Resting | B. Finding food | C. Growing young","Resting","A useful heading names the section's actual topic. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-011","You turn facts about recycling into a poster encouraging recycling. What language would support the new purpose?","A. Only the names of story characters. | B. A clear request such as 'Put clean paper in the recycling bin.' | C. A list of unrelated past events.","A clear request such as 'Put clean paper in the recycling bin.'","A persuasive poster asks the audience to act. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-012","A method ends with 'Check that the glue is dry.' Why should this come after joining the pieces?","A. The final line must always contain five words. | B. Checking glue belongs only in a story. | C. The glue needs to have been used before its drying can be checked.","The glue needs to have been used before its drying can be checked.","The sequence follows the practical order of the task. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-013","A maths page shows a worked sum followed by 'I grouped the tens first.' What does the sentence add?","A. An explanation of the method. | B. An invitation to an event. | C. A character's imaginary problem.","An explanation of the method.","The language explains how the answer was reached. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-014","A weather report gives today's conditions. A poem describes rain tapping like fingers. Why does their language differ?","A. The report cannot mention rain. | B. The report informs; the poem creates an image or sound experience. | C. The poem must give exact temperatures.","The report informs; the poem creates an image or sound experience.","Different purposes lead to factual reporting or imaginative description. Hint: Ask what the text helps its reader do and how its parts support that purpose.","multiple-choice",""
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-015","Describe a plan for a short report about a familiar animal. Give two section headings and explain what belongs under each.","","Example: 'Food' for what it eats and 'Home' for where it lives.","Accept two distinct, relevant categories with matching information and an explanation that headings group facts. Hint: Ask what the text helps its reader do and how its parts support that purpose.","adult-review","Accept two distinct, relevant categories with matching information and an explanation that headings group facts."
"AC9E2LA03","Text Structures for Different Purposes","test","AC9E2LA03-T-016","Explain how a class excursion invitation would be organised differently from a recount written after the excursion.","","Example: the invitation gives event, time and place; the recount tells past events in order.","Accept a purpose-linked comparison including useful invitation details and sequencing of completed events. Hint: Ask what the text helps its reader do and how its parts support that purpose.","adult-review","Accept a purpose-linked comparison including useful invitation details and sequencing of completed events."
