id,curriculum_code,bank,skill,question,correct_answer,distractor_1,distractor_2,explanation,response_type,acceptance_note
AC9E2LY08-P-012,AC9E2LY08,practice,handwriting,Which sentence is easiest to read?,The duck swims.,Theduckswims,tHe duCk sWims,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-P-013,AC9E2LY08,practice,handwriting,Which word shows clear lower-case letters?,garden,GaRdEn,g ar den with missing letters,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-P-014,AC9E2LY08,practice,handwriting,Which pair shows upper-case then lower-case for m?,M m,m M,N n,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-P-015,AC9E2LY08,practice,handwriting,What helps handwriting fluency?,steady letter size and spacing,mixing letters randomly,writing over every line twice,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-P-016,AC9E2LY08,practice,handwriting,Which sentence is easiest to read?,The duck swims.,tHe duCk sWims,Theduckswims,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-P-017,AC9E2LY08,practice,handwriting,Which word shows clear lower-case letters?,garden,GaRdEn,g ar den with missing letters,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-P-018,AC9E2LY08,practice,handwriting,Which pair shows upper-case then lower-case for m?,M m,N n,m M,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-P-019,AC9E2LY08,practice,handwriting,What helps handwriting fluency?,steady letter size and spacing,writing over every line twice,mixing letters randomly,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-P-020,AC9E2LY08,practice,handwriting,Which sentence is easiest to read?,The duck swims.,tHe duCk sWims,Theduckswims,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-P-021,AC9E2LY08,practice,handwriting,Which word shows clear lower-case letters?,garden,g ar den with missing letters,GaRdEn,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-P-022,AC9E2LY08,practice,handwriting,Which pair shows upper-case then lower-case for m?,M m,m M,N n,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-P-023,AC9E2LY08,practice,explain concept,Write or say two sentences that show the main idea of AC9E2LY08. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Legible Upper-case and Lower-case Writing.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LY08-P-024,AC9E2LY08,practice,apply concept,"Create a short Year 2 example question for AC9E2LY08, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
AC9E2LY08-T-001,AC9E2LY08,test,handwriting,Which word shows clear lower-case letters?,garden,GaRdEn,g ar den with missing letters,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-T-002,AC9E2LY08,test,handwriting,Which pair shows upper-case then lower-case for m?,M m,m M,N n,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-T-003,AC9E2LY08,test,handwriting,What helps handwriting fluency?,steady letter size and spacing,mixing letters randomly,writing over every line twice,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-T-004,AC9E2LY08,test,handwriting,Which sentence is easiest to read?,The duck swims.,tHe duCk sWims,Theduckswims,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-T-005,AC9E2LY08,test,handwriting,Which word shows clear lower-case letters?,garden,GaRdEn,g ar den with missing letters,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-T-006,AC9E2LY08,test,handwriting,Which pair shows upper-case then lower-case for m?,M m,N n,m M,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-T-007,AC9E2LY08,test,handwriting,What helps handwriting fluency?,steady letter size and spacing,writing over every line twice,mixing letters randomly,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-T-008,AC9E2LY08,test,handwriting,Which sentence is easiest to read?,The duck swims.,tHe duCk sWims,Theduckswims,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-T-009,AC9E2LY08,test,handwriting,Which word shows clear lower-case letters?,garden,g ar den with missing letters,GaRdEn,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-T-010,AC9E2LY08,test,handwriting,Which pair shows upper-case then lower-case for m?,M m,m M,N n,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-T-011,AC9E2LY08,test,handwriting,What helps handwriting fluency?,steady letter size and spacing,writing over every line twice,mixing letters randomly,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-T-012,AC9E2LY08,test,handwriting,Which sentence is easiest to read?,The duck swims.,Theduckswims,tHe duCk sWims,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-T-013,AC9E2LY08,test,handwriting,Which word shows clear lower-case letters?,garden,GaRdEn,g ar den with missing letters,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-T-014,AC9E2LY08,test,handwriting,Which pair shows upper-case then lower-case for m?,M m,m M,N n,Legible writing uses clear unjoined upper-case and lower-case letters with spacing.,multiple_choice,
AC9E2LY08-T-015,AC9E2LY08,test,explain concept,Write or say two sentences that show the main idea of AC9E2LY08. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Legible Upper-case and Lower-case Writing.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LY08-T-016,AC9E2LY08,test,apply concept,"Create a short Year 2 example question for AC9E2LY08, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
