id,curriculum_code,bank,skill,question,correct_answer,distractor_1,distractor_2,explanation,response_type,acceptance_note
AC9E2LY02-P-020,AC9E2LY02,practice,speaking and listening,You want to extend an idea. What could you say?,We could also add a labelled picture.,Stop talking forever.,That has no topic.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-P-021,AC9E2LY02,practice,speaking and listening,A partner is explaining the game rules. What should you do first?,Look at the speaker and listen before asking a question.,Walk away before the instructions end.,Talk over the speaker with a new story.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-P-022,AC9E2LY02,practice,speaking and listening,You disagree with an idea in group talk. What is appropriate?,I see it differently because the text says…,That is silly and wrong.,I will not listen now.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-P-023,AC9E2LY02,practice,explain concept,Write or say two sentences that show the main idea of AC9E2LY02. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Interaction Skills for Speaking and Listening.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LY02-P-024,AC9E2LY02,practice,apply concept,"Create a short Year 2 example question for AC9E2LY02, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
AC9E2LY02-T-001,AC9E2LY02,test,speaking and listening,A partner is explaining the game rules. What should you do first?,Look at the speaker and listen before asking a question.,Talk over the speaker with a new story.,Walk away before the instructions end.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-T-002,AC9E2LY02,test,speaking and listening,You disagree with an idea in group talk. What is appropriate?,I see it differently because the text says…,That is silly and wrong.,I will not listen now.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-T-003,AC9E2LY02,test,speaking and listening,The teacher gives two steps. What helps you receive the instructions?,Repeat the steps quietly to check them.,Guess without listening.,Change the topic.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-T-004,AC9E2LY02,test,speaking and listening,You want to extend an idea. What could you say?,We could also add a labelled picture.,Stop talking forever.,That has no topic.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-T-005,AC9E2LY02,test,speaking and listening,A partner is explaining the game rules. What should you do first?,Look at the speaker and listen before asking a question.,Talk over the speaker with a new story.,Walk away before the instructions end.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-T-006,AC9E2LY02,test,speaking and listening,You disagree with an idea in group talk. What is appropriate?,I see it differently because the text says…,I will not listen now.,That is silly and wrong.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-T-007,AC9E2LY02,test,speaking and listening,The teacher gives two steps. What helps you receive the instructions?,Repeat the steps quietly to check them.,Change the topic.,Guess without listening.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-T-008,AC9E2LY02,test,speaking and listening,You want to extend an idea. What could you say?,We could also add a labelled picture.,Stop talking forever.,That has no topic.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-T-009,AC9E2LY02,test,speaking and listening,A partner is explaining the game rules. What should you do first?,Look at the speaker and listen before asking a question.,Walk away before the instructions end.,Talk over the speaker with a new story.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-T-010,AC9E2LY02,test,speaking and listening,You disagree with an idea in group talk. What is appropriate?,I see it differently because the text says…,That is silly and wrong.,I will not listen now.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-T-011,AC9E2LY02,test,speaking and listening,The teacher gives two steps. What helps you receive the instructions?,Repeat the steps quietly to check them.,Change the topic.,Guess without listening.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-T-012,AC9E2LY02,test,speaking and listening,You want to extend an idea. What could you say?,We could also add a labelled picture.,That has no topic.,Stop talking forever.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-T-013,AC9E2LY02,test,speaking and listening,A partner is explaining the game rules. What should you do first?,Look at the speaker and listen before asking a question.,Talk over the speaker with a new story.,Walk away before the instructions end.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-T-014,AC9E2LY02,test,speaking and listening,You disagree with an idea in group talk. What is appropriate?,I see it differently because the text says…,That is silly and wrong.,I will not listen now.,"Interaction skills include listening, responding politely and adding relevant ideas.",multiple_choice,
AC9E2LY02-T-015,AC9E2LY02,test,explain concept,Write or say two sentences that show the main idea of AC9E2LY02. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Interaction Skills for Speaking and Listening.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LY02-T-016,AC9E2LY02,test,apply concept,"Create a short Year 2 example question for AC9E2LY02, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
